Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
ARP3_MOUSE,    0.081691,  0.065354,  0.098028, 4,   8.000000,    0.008169, 1186789632.000000
ARSB_MOUSE,    0.067531,  0.048292,  0.086769, 3,   3.000000,    0.009619, 725272064.000000
AS3MT_MOUSE,    0.262220,  0.183203,  0.341238, 8,   9.000000,    0.039509, 2448739584.000000
ASAH1_MOUSE,    0.094299,  0.066699,  0.121899, 2,   2.000000,    0.013800, 56992428.000000
ASGR1_MOUSE,    0.151866,  0.098859,  0.204874, 7,   9.000000,    0.026504, 9980272640.000000
ASGR2_MOUSE,    0.209660,  0.105338,  0.313982, 1,   1.000000,    0.040583, 136821168.000000
ASSY_MOUSE,    0.171954,  0.147073,  0.196834, 40,  43.000000,    0.012440, 795910864896.000000
AT1B1_MOUSE,    0.102383,  0.090691,  0.114074, 4,   5.000000,    0.005846, 718794816.000000
AT1B3_MOUSE,    0.983123,  0.866413,  1.099833, 2,   2.000000,    0.058355, 136438576.000000
ATPA_MOUSE,    0.087480,  0.079284,  0.095676, 32,  35.000000,    0.004098, 46502588416.000000
ATPB_MOUSE,    0.091556,  0.084263,  0.098850, 39,  43.000000,    0.003647, 81052147712.000000
BAAT_MOUSE,    0.264485,  0.188930,  0.340040, 17,  20.000000,    0.037777, 57062969344.000000
BABA2_MOUSE,    0.124952,  0.072417,  0.177487, 1,   1.000000,    0.020437, 210712144.000000
BASI_MOUSE,    0.199003,  0.162960,  0.235047, 6,   8.000000,    0.018022, 11786722304.000000
BCS1_MOUSE,    0.087722,  0.075718,  0.099726, 4,   8.000000,    0.006002, 779720512.000000
BGAL_MOUSE,    0.047759,  0.021636,  0.073882, 1,   1.000000,    0.009409, 20463004.000000
BHMT1_MOUSE,    0.176356,  0.148245,  0.204468, 60,  67.000000,    0.014056, 1976137154560.000000
BI1_MOUSE,    0.152918,  0.000000,  0.699444, 1,   1.000000,    0.071663, 23039604.000000
BODG_MOUSE,    0.118260,  0.064560,  0.171960, 3,   3.000000,    0.026850, 506599104.000000
BPNT1_MOUSE,    0.104564,  0.077870,  0.131257, 3,   4.000000,    0.013347, 235179552.000000
BUP1_MOUSE,    0.479000,  0.362098,  0.595903, 16,  18.000000,    0.058451, 15374648320.000000
BZW1_MOUSE,    0.416097,  0.279923,  0.552271, 6,  13.000000,    0.068087, 8279320064.000000
BZW2_MOUSE,    0.083204,  0.015509,  0.150898, 1,   1.000000,    0.026334, 16472268.000000
CAH14_MOUSE,    0.460876,  0.246225,  0.675527, 1,   1.000000,    0.083503, 105595488.000000
CAH3_MOUSE,    0.077072,  0.063130,  0.091013, 4,  10.000000,    0.006971, 2443018752.000000
CAPG_MOUSE,    0.075142,  0.060950,  0.089334, 2,   2.000000,    0.007096, 104202720.000000
CATA_MOUSE,    0.548316,  0.327415,  0.769218, 9,  14.000000,    0.110451, 7013126656.000000
CATD_MOUSE,    0.562444,  0.344038,  0.780849, 6,  10.000000,    0.109203, 5732547072.000000
CD38_MOUSE,    0.065930,  0.057835,  0.074026, 4,   7.000000,    0.004048, 5463878656.000000
CD47_MOUSE,    0.080982,  0.039536,  0.122428, 3,   3.000000,    0.020723, 625993856.000000
CGL_MOUSE,    0.145011,  0.115645,  0.174377, 17,  22.000000,    0.014683, 44843995136.000000
CH60_MOUSE,    0.119026,  0.092318,  0.145735, 3,   5.000000,    0.013354, 406943616.000000
CHIL3_MOUSE,    0.024399,  0.018337,  0.030461, 5,   8.000000,    0.003031, 750556416.000000
CISY_MOUSE,    0.078183,  0.069602,  0.086764, 20,  21.000000,    0.004291, 108028231680.000000
CK054_MOUSE,    0.126509,  0.103541,  0.149477, 2,   2.000000,    0.011484, 46873268.000000
CMPK2_MOUSE,    0.045226,  0.031066,  0.059387, 4,   5.000000,    0.007080, 268815296.000000
CN37_MOUSE,    0.103449,  0.069339,  0.137559, 3,   4.000000,    0.017055, 170458112.000000
COQ6_MOUSE,    0.070109,  0.038679,  0.101538, 1,   1.000000,    0.011320, 33939856.000000
CP1A2_MOUSE,    0.450066,  0.287472,  0.612660, 4,   6.000000,    0.081297, 650575552.000000
CP20A_MOUSE,    0.114685,  0.079989,  0.149381, 6,   9.000000,    0.017348, 841880448.000000
CP237_MOUSE,    0.273048,  0.176416,  0.369680, 11,  21.000000,    0.048316, 19367589888.000000
CP240_MOUSE,    0.439762,  0.325938,  0.553585, 5,   8.000000,    0.056912, 805408320.000000
CP254_MOUSE,    0.123070,  0.067387,  0.178753, 4,  10.000000,    0.027841, 9471997952.000000
CP270_MOUSE,    0.784488,  0.687459,  0.881518, 4,   5.000000,    0.048515, 830742656.000000
CP27A_MOUSE,    0.109326,  0.084350,  0.134303, 4,   6.000000,    0.012488, 1794247424.000000
CP2A5_MOUSE,    0.509474,  0.256233,  0.762716, 6,  14.000000,    0.126621, 4212963072.000000
CP2AC_MOUSE,    0.192045,  0.130888,  0.253202, 8,  14.000000,    0.030578, 3333181952.000000
CP2CN_MOUSE,    0.265015,  0.148431,  0.381599, 4,   4.000000,    0.058292, 214229888.000000
CP2CT_MOUSE,    0.328336,  0.197421,  0.459252, 10,  16.000000,    0.065458, 11888159744.000000
CP2D9_MOUSE,    0.417005,  0.348409,  0.485601, 13,  14.000000,    0.034298, 11469843456.000000
CP2DA_MOUSE,    0.330181,  0.269811,  0.390551, 12,  15.000000,    0.030185, 17606017024.000000
CP2DQ_MOUSE,    0.373400,  0.210636,  0.536163, 7,  13.000000,    0.081382, 6642377216.000000
CP2E1_MOUSE,    0.491360,  0.350348,  0.632373, 12,  14.000000,    0.070506, 8400420352.000000
CP2F2_MOUSE,    0.348449,  0.222166,  0.474733, 23,  30.000000,    0.063142, 24805689344.000000
CP2J5_MOUSE,    0.124428,  0.071704,  0.177152, 3,   3.000000,    0.026362, 147537648.000000
CP3AB_MOUSE,    0.461190,  0.245370,  0.677009, 6,  12.000000,    0.107910, 6511841792.000000
CP3AD_MOUSE,    0.040501,  0.019931,  0.061072, 3,   4.000000,    0.010285, 255149200.000000
CP3AP_MOUSE,    0.102873,  0.072571,  0.133175, 3,   3.000000,    0.015151, 85633320.000000
CP4AA_MOUSE,    0.659454,  0.242543,  1.076366, 1,   1.000000,    0.150160, 73290448.000000
CP4CA_MOUSE,    0.121514,  0.073858,  0.169171, 2,   4.000000,    0.023828, 193663568.000000
CP4F3_MOUSE,    0.184018,  0.018214,  0.349822, 1,   1.000000,    0.059718, 20159714.000000
CP7B1_MOUSE,    0.181415,  0.067544,  0.295287, 4,   8.000000,    0.056936, 696292096.000000
CP8B1_MOUSE,    1.340822,  1.210158,  1.471486, 4,   5.000000,    0.065332, 522806144.000000
CPSM_MOUSE,    0.081875,  0.068866,  0.094885, 9,  12.000000,    0.006505, 1887016960.000000
CREL2_MOUSE,    0.172261,  0.121595,  0.222927, 4,   5.000000,    0.025333, 824394432.000000
CSAD_MOUSE,    0.135704,  0.103632,  0.167777, 7,  10.000000,    0.016036, 2929651712.000000
CSK21_MOUSE,    0.545897,  0.355855,  0.735938, 6,   9.000000,    0.095021, 1237347584.000000
CSN3_MOUSE,    0.162113,  0.057493,  0.266733, 1,   1.000000,    0.040699, 53338776.000000
CSN4_MOUSE,    0.156578,  0.127199,  0.185957, 4,   9.000000,    0.014690, 2065255168.000000
CY250_MOUSE,    0.415897,  0.020574,  0.811220, 1,   1.000000,    0.153787, 202608320.000000
CYB5_MOUSE,    0.064347,  0.010568,  0.118127, 1,   1.000000,    0.019370, 37200964.000000
DCMC_MOUSE,    0.071423,  0.057790,  0.085056, 4,   6.000000,    0.006816, 218134048.000000
DDC_MOUSE,    0.103789,  0.070928,  0.136650, 4,   5.000000,    0.016430, 377322400.000000
DDI2_MOUSE,    0.278984,  0.202372,  0.355595, 1,   1.000000,    0.027593, 34559064.000000
DECR_MOUSE,    0.069260,  0.023136,  0.115385, 1,   1.000000,    0.017943, 64553812.000000
DHB4_MOUSE,    0.270942,  0.195287,  0.346597, 6,  12.000000,    0.037828, 8276940288.000000
DHB5_MOUSE,    0.167323,  0.146162,  0.188485, 4,   5.000000,    0.010581, 2272029184.000000
DHCR7_MOUSE,    0.181418,  0.043140,  0.319696, 1,   1.000000,    0.043450, 130833560.000000
DHE3_MOUSE,    0.085905,  0.076204,  0.095606, 26,  35.000000,    0.004851, 32097556480.000000
DHI1_MOUSE,    0.148158,  0.130034,  0.166282, 2,   2.000000,    0.009062, 107974288.000000
DHSO_MOUSE,    0.103575,  0.087232,  0.119917, 12,  16.000000,    0.008171, 13240525824.000000
DIK2A_MOUSE,    0.193689,  0.004370,  0.383008, 1,   1.000000,    0.059489, 35858904.000000
DJB11_MOUSE,    0.202684,  0.166066,  0.239303, 4,   6.000000,    0.018309, 3167274752.000000
DJB12_MOUSE,    0.411830,  0.112905,  0.710756, 1,   1.000000,    0.093930, 63052264.000000
DLDH_MOUSE,    0.049694,  0.035500,  0.063887, 4,   5.000000,    0.007097, 364542080.000000
DNJA1_MOUSE,    0.203961,  0.105285,  0.302638, 3,   3.000000,    0.049338, 361624064.000000
DNJA3_MOUSE,    0.103814,  0.079337,  0.128291, 4,   6.000000,    0.012238, 888095296.000000
DNPEP_MOUSE,    0.067575,  0.038359,  0.096791, 2,   2.000000,    0.014608, 145064960.000000
DPTOR_MOUSE,    1.594939,  1.240254,  1.949624, 2,   5.000000,    0.177343, 494185664.000000
DX39B_MOUSE,    0.085778,  0.065159,  0.106396, 5,   7.000000,    0.010309, 644776896.000000
ECHB_MOUSE,    0.087641,  0.076340,  0.098941, 16,  23.000000,    0.005650, 27068110848.000000
EF1A1_MOUSE,    0.117932,  0.101638,  0.134225, 21,  26.000000,    0.008147, 175656927232.000000
EF1G_MOUSE,    0.070614,  0.058729,  0.082500, 8,  12.000000,    0.005943, 7764066304.000000
EFTU_MOUSE,    0.114834,  0.103486,  0.126182, 32,  38.000000,    0.005674, 51053428736.000000
EIF3E_MOUSE,    0.075360,  0.055525,  0.095195, 2,   8.000000,    0.009917, 625287424.000000
EIF3G_MOUSE,    0.362186,  0.275138,  0.449234, 3,   3.000000,    0.043524, 113182016.000000
ENOA_MOUSE,    0.127834,  0.110867,  0.144800, 34,  40.000000,    0.008483, 56203149312.000000
ENTP5_MOUSE,    0.371957,  0.306439,  0.437474, 9,  11.000000,    0.032759, 16044185600.000000
ERF1_MOUSE,    0.113679,  0.000000,  0.818706, 1,   1.000000,    0.047507, 20395960.000000
ERLN1_MOUSE,    0.281148,  0.214748,  0.347548, 3,   3.000000,    0.033200, 1610566912.000000
ERLN2_MOUSE,    0.230392,  0.200456,  0.260328, 4,   6.000000,    0.014968, 1216677632.000000
ERP44_MOUSE,    0.136318,  0.093218,  0.179418, 9,  13.000000,    0.021550, 9038070784.000000
EST1D_MOUSE,    0.100256,  0.081078,  0.119433, 6,   9.000000,    0.009589, 1616056192.000000
EST1F_MOUSE,    0.159766,  0.118359,  0.201174, 3,   5.000000,    0.020704, 286021216.000000
EST2C_MOUSE,    0.138728,  0.084739,  0.192717, 2,   2.000000,    0.026995, 88591480.000000
EST2E_MOUSE,    0.595308,  0.518165,  0.672451, 2,   2.000000,    0.038572, 26077838.000000
EST3A_MOUSE,    0.353976,  0.251041,  0.456911, 4,   6.000000,    0.051468, 327241600.000000
ETFA_MOUSE,    0.063368,  0.046773,  0.079964, 3,   4.000000,    0.008298, 875450304.000000
F10A1_MOUSE,    0.749225,  0.604859,  0.893591, 2,   2.000000,    0.072183, 215906992.000000
F16P1_MOUSE,    0.158946,  0.123375,  0.194518, 10,  16.000000,    0.017786, 2501465088.000000
FAAA_MOUSE,    0.120640,  0.106308,  0.134972, 35,  39.000000,    0.007166, 185275187200.000000
FABPL_MOUSE,    0.046173,  0.046173,  0.046173, 2,   2.000000,    0.000000, 10766709.000000
FADS1_MOUSE,    0.608112,  0.450545,  0.765680, 2,   2.000000,    0.078784, 360043328.000000
FADS2_MOUSE,    0.858794,  0.396406,  1.321182, 7,  10.000000,    0.231194, 3441275904.000000
FBX22_MOUSE,    0.549466,  0.461462,  0.637470, 4,   6.000000,    0.044002, 491449440.000000
FCL_MOUSE,    0.139335,  0.094533,  0.184137, 3,   3.000000,    0.022401, 280576416.000000
FDFT_MOUSE,    0.155488,  0.033971,  0.277005, 3,   3.000000,    0.060758, 173850352.000000
FETUA_MOUSE,    0.574790,  0.119426,  1.030155, 1,   1.000000,    0.305480, 132165464.000000
FGGY_MOUSE,    0.147414,  0.000000,  2.536468, 1,   1.000000,    0.059052, 9068296.000000
FIBG_MOUSE,    5.344744,  4.099466,  6.590021, 1,   1.000000,  1503589.875000, 593642048.000000
FMO1_MOUSE,    0.311384,  0.209969,  0.412799, 2,   2.000000,    0.050708, 148578208.000000
FMO5_MOUSE,    0.143798,  0.095945,  0.191652, 5,   7.000000,    0.023927, 895571968.000000
FTCD_MOUSE,    0.117390,  0.084532,  0.150249, 4,   4.000000,    0.016429, 339071776.000000
FUMH_MOUSE,    0.088654,  0.077652,  0.099656, 14,  18.000000,    0.005501, 15952006144.000000
G3P_MOUSE,    0.088449,  0.072158,  0.104741, 12,  14.000000,    0.008146, 9575531520.000000
G6PI_MOUSE,    0.109922,  0.093908,  0.125937, 3,   3.000000,    0.008007, 261839888.000000
GABT_MOUSE,    0.092000,  0.077063,  0.106938, 4,   9.000000,    0.007469, 2671681280.000000
GALM_MOUSE,    0.109497,  0.083048,  0.135947, 1,   1.000000,    0.010289, 200543536.000000
GALT_MOUSE,    0.128682,  0.109859,  0.147505, 5,   9.000000,    0.009411, 2129465088.000000
GCDH_MOUSE,    0.167272,  0.143359,  0.191185, 26,  29.000000,    0.011957, 112100818944.000000
GCST_MOUSE,    0.075590,  0.040726,  0.110455, 4,   4.000000,    0.017432, 472804672.000000
GDIB_MOUSE,    0.152080,  0.112637,  0.191524, 12,  16.000000,    0.019722, 2837111296.000000
GGLO_MOUSE,    0.152251,  0.106594,  0.197907, 21,  30.000000,    0.022828, 14691207168.000000
GLNA_MOUSE,    0.195615,  0.168836,  0.222393, 28,  30.000000,    0.013389, 208690528256.000000
GLPK_MOUSE,    0.056987,  0.001793,  0.112181, 1,   1.000000,    0.017343, 16141523.000000
GLTD2_MOUSE,    0.115473,  0.000000,  0.743841, 1,   1.000000,    0.069338, 26043106.000000
GLYAT_MOUSE,    0.075099,  0.062917,  0.087281, 3,   3.000000,    0.006091, 198567504.000000
GLYC_MOUSE,    0.155969,  0.125868,  0.186071, 8,  12.000000,    0.015051, 5513312768.000000
GLYM_MOUSE,    0.178281,  0.130020,  0.226543, 8,  12.000000,    0.024131, 1987919872.000000
GMPPA_MOUSE,    0.111704,  0.086699,  0.136710, 7,   9.000000,    0.012503, 1742125184.000000
GNAS1_MOUSE,    0.331131,  0.227183,  0.435078, 3,   3.000000,    0.051974, 418465760.000000
GNMT_MOUSE,    0.145907,  0.125316,  0.166497, 5,   6.000000,    0.010295, 1487869696.000000
GPDA_MOUSE,    0.100088,  0.073271,  0.126906, 2,   2.000000,    0.013409, 88891728.000000
GRP75_MOUSE,    0.053686,  0.042502,  0.064871, 4,   5.000000,    0.005592, 125809536.000000
GSTM1_MOUSE,    0.096258,  0.064925,  0.127591, 4,   5.000000,    0.015667, 641894272.000000
GSTP1_MOUSE,    0.145032,  0.118065,  0.171999, 7,  10.000000,    0.013483, 5810885120.000000
GUAD_MOUSE,    0.076735,  0.040772,  0.112699, 3,   3.000000,    0.017982, 96372880.000000
HA10_MOUSE,    0.573396,  0.254187,  0.892605, 4,   7.000000,    0.159605, 1464424448.000000
HA11_MOUSE,    0.064155,  0.022966,  0.105343, 1,   1.000000,    0.016023, 34930012.000000
HA1B_MOUSE,    0.670691,  0.460825,  0.880557, 2,   2.000000,    0.104933, 501246912.000000
HACD3_MOUSE,    0.128540,  0.102531,  0.154550, 1,   1.000000,    0.008173, 42705784.000000
HBA_MOUSE,    0.001129,  0.000000,  0.004996, 3,   4.000000,    0.001933, 3445001728.000000
HBB1_MOUSE,    0.003105,  0.000000,  0.011637, 6,  10.000000,    0.004266, 2722651904.000000
HDGF_MOUSE,    0.023062,  0.000000,  1.205947, 1,   1.000000,    0.009530, 46253712.000000
HDHD5_MOUSE,    0.113554,  0.100720,  0.126387, 5,   7.000000,    0.006417, 1614261760.000000
HEM3_MOUSE,    0.405842,  0.348264,  0.463420, 4,   4.000000,    0.028789, 767289088.000000
HGD_MOUSE,    0.160235,  0.125622,  0.194847, 11,  18.000000,    0.017306, 19980476416.000000
HMCS2_MOUSE,    0.199858,  0.156179,  0.243537, 28,  37.000000,    0.021840, 98515009536.000000
HNRPC_MOUSE,    0.227032,  0.118502,  0.335563, 3,   3.000000,    0.054265, 192702000.000000
HNRPD_MOUSE,    0.128296,  0.103108,  0.153483, 5,   7.000000,    0.012594, 2522867968.000000
HNRPF_MOUSE,    0.123045,  0.000000,  0.822375, 1,   1.000000,    0.057424, 19331178.000000
HNRPK_MOUSE,    0.302377,  0.226827,  0.377927, 3,   3.000000,    0.037775, 429230912.000000
HOGA1_MOUSE,    0.006462,  0.000000,  1.698371, 1,   1.000000,    0.009064, 4022674.750000
HOT_MOUSE,    0.133563,  0.116354,  0.150772, 13,  19.000000,    0.008604, 12291718144.000000
HPPD_MOUSE,    0.403705,  0.317763,  0.489647, 40,  51.000000,    0.042971, 544808468480.000000
HPT_MOUSE,    4.368321,  4.301370,  4.435272, 6,   6.000000,    0.033476, 1635763456.000000
HUTI_MOUSE,    0.161655,  0.142914,  0.180395, 31,  34.000000,    0.009370, 70397591552.000000
HYEP_MOUSE,    0.184193,  0.135733,  0.232654, 39,  55.000000,    0.024230, 216552685568.000000
HYES_MOUSE,    0.224233,  0.173364,  0.275103, 4,   5.000000,    0.025435, 403594496.000000
HYPDH_MOUSE,    0.201854,  0.159295,  0.244413, 3,   3.000000,    0.021280, 96964280.000000
IDHC_MOUSE,    0.167055,  0.149065,  0.185045, 55,  58.000000,    0.008995, 397476954112.000000
IDHP_MOUSE,    0.094555,  0.079153,  0.109957, 32,  35.000000,    0.007701, 72821325824.000000
IF4A1_MOUSE,    0.289200,  0.225474,  0.352927, 27,  35.000000,    0.031863, 100868939776.000000
IF4A2_MOUSE,    0.224796,  0.163850,  0.285741, 10,  12.000000,    0.030473, 17425000448.000000
IF4A3_MOUSE,    0.202561,  0.069726,  0.335396, 1,   1.000000,    0.051675, 87706408.000000
IGBP1_MOUSE,    0.228512,  0.101744,  0.355281, 3,   3.000000,    0.063384, 182958864.000000
IIGP1_MOUSE,    0.590778,  0.388175,  0.793381, 4,   5.000000,    0.101301, 78354128.000000
ILF2_MOUSE,    0.096789,  0.081804,  0.111775, 4,   5.000000,    0.007493, 478784160.000000
ILKAP_MOUSE,    0.091759,  0.000000,  0.577762, 1,   1.000000,    0.045342, 10527031.000000
ILK_MOUSE,    0.124295,  0.050241,  0.198350, 2,   2.000000,    0.037027, 22499552.000000
INPP_MOUSE,    0.094305,  0.077069,  0.111541, 4,   5.000000,    0.008618, 855637120.000000
IRF3_MOUSE,    2.089921,  1.948569,  2.231272, 2,   2.000000,    0.070676, 277602592.000000
IVD_MOUSE,    0.089773,  0.078387,  0.101160, 16,  21.000000,    0.005693, 32650610688.000000
K1C18_MOUSE,    0.058413,  0.042947,  0.073879, 8,  10.000000,    0.007733, 2571647232.000000
K1C42_MOUSE,    0.000002,  0.000000,  2.047237, 1,   1.000000,    0.004951, 79991192.000000
K2C8_MOUSE,    0.056455,  0.039705,  0.073204, 3,   3.000000,    0.008375, 743142976.000000
KAT1_MOUSE,    0.132136,  0.114710,  0.149562, 15,  18.000000,    0.008713, 15482985472.000000
KAT3_MOUSE,    0.134992,  0.112065,  0.157918, 17,  19.000000,    0.011463, 10918856704.000000
KBL_MOUSE,    0.044724,  0.010573,  0.078874, 2,   2.000000,    0.017075, 677659072.000000
KCRB_MOUSE,    0.106756,  0.087669,  0.125842, 7,   8.000000,    0.009543, 1396641024.000000
KCRM_MOUSE,    0.021675,  0.012529,  0.030822, 3,   3.000000,    0.004573, 20611989504.000000
KMO_MOUSE,    0.147170,  0.123411,  0.170928, 7,  11.000000,    0.011879, 2501530624.000000
KPYR_MOUSE,    0.061601,  0.042765,  0.080436, 2,   2.000000,    0.009418, 57113324.000000
KYNU_MOUSE,    0.161508,  0.130981,  0.192034, 5,   7.000000,    0.015263, 1365711744.000000
L2HDH_MOUSE,    0.093157,  0.085247,  0.101067, 9,  12.000000,    0.003955, 7180512768.000000
LANC2_MOUSE,    0.072929,  0.057072,  0.088786, 5,   5.000000,    0.007928, 348867616.000000
LAP2A_MOUSE,    0.073309,  0.000000,  4.940016, 1,   1.000000,    0.024669, 11723341.000000
LA_MOUSE,    0.097704,  0.062086,  0.133323, 3,   3.000000,    0.017809, 93613416.000000
LDHA_MOUSE,    0.090280,  0.055931,  0.124630, 3,   3.000000,    0.017175, 230518672.000000
