Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
GNAS1_MOUSE,    0.858554,  0.387351,  1.329756, 2,   2.000000,    0.235601, 224504672.000000
GNMT_MOUSE,    0.176370,  0.152094,  0.200646, 24,  34.000000,    0.012138, 666876444672.000000
GNS_MOUSE,    0.627984,  0.000000,  2.325326, 1,   1.000000,    0.464839, 792138880.000000
GORS2_MOUSE,    0.269844,  0.208462,  0.331226, 4,   6.000000,    0.030691, 4987418624.000000
GPAT1_MOUSE,    0.710189,  0.376838,  1.043540, 3,   3.000000,    0.166675, 3250626304.000000
GPD1L_MOUSE,    0.157521,  0.133796,  0.181245, 3,   6.000000,    0.011862, 16094657536.000000
GPDA_MOUSE,    0.176258,  0.151613,  0.200903, 20,  25.000000,    0.012322, 239416688640.000000
GPDM_MOUSE,    0.116800,  0.087805,  0.145794, 11,  17.000000,    0.014497, 39263109120.000000
GPX1_MOUSE,    0.174152,  0.142651,  0.205652, 10,  12.000000,    0.015750, 326223560704.000000
GRHPR_MOUSE,    0.165530,  0.139535,  0.191525, 12,  15.000000,    0.012997, 72303304704.000000
GRN_MOUSE,    0.080066,  0.058872,  0.101260, 4,   7.000000,    0.010597, 4021198080.000000
GRP75_MOUSE,    0.248879,  0.211025,  0.286733, 26,  31.000000,    0.018927, 251086897152.000000
GRPE1_MOUSE,    0.395923,  0.309781,  0.482066, 3,   6.000000,    0.043071, 11246789632.000000
GSDMD_MOUSE,    0.458544,  0.106042,  0.811046, 2,   2.000000,    0.176251, 706948544.000000
GSH0_MOUSE,    0.473573,  0.310718,  0.636427, 4,   6.000000,    0.081427, 18982868992.000000
GSH1_MOUSE,    0.216208,  0.171227,  0.261189, 10,  17.000000,    0.022491, 51338842112.000000
GSHB_MOUSE,    0.240671,  0.176951,  0.304391, 5,   9.000000,    0.031860, 11836826624.000000
GSHR_MOUSE,    0.143687,  0.116838,  0.170535, 4,   5.000000,    0.013424, 13506964480.000000
GSTA1_MOUSE,    0.162522,  0.140010,  0.185034, 7,   8.000000,    0.011256, 499994624000.000000
GSTA3_MOUSE,    0.135739,  0.118354,  0.153124, 11,  20.000000,    0.008693, 1070222016512.000000
GSTA4_MOUSE,    0.147396,  0.120854,  0.173938, 7,  11.000000,    0.013271, 49239871488.000000
GSTK1_MOUSE,    0.184008,  0.142929,  0.225087, 9,  13.000000,    0.020540, 53517639680.000000
GSTM1_MOUSE,    0.154311,  0.127631,  0.180992, 28,  33.000000,    0.013340, 3082458497024.000000
GSTM2_MOUSE,    0.116313,  0.096073,  0.136553, 10,  17.000000,    0.010120, 66845437952.000000
GSTM3_MOUSE,    0.147839,  0.113368,  0.182310, 4,   7.000000,    0.017236, 38053179392.000000
GSTM4_MOUSE,    0.156600,  0.113455,  0.199746, 2,   4.000000,    0.021573, 4366382080.000000
GSTM5_MOUSE,    0.183345,  0.128923,  0.237767, 3,   3.000000,    0.027211, 1118278784.000000
GSTM6_MOUSE,    0.261984,  0.224804,  0.299165, 4,   6.000000,    0.018590, 17887152128.000000
GSTM7_MOUSE,    0.177967,  0.146372,  0.209561, 4,   5.000000,    0.015797, 9885593600.000000
GSTO1_MOUSE,    0.172801,  0.138601,  0.207001, 4,   6.000000,    0.017100, 49070096384.000000
GSTP1_MOUSE,    0.155903,  0.125243,  0.186564, 34,  43.000000,    0.015330, 2150517964800.000000
GSTT1_MOUSE,    0.138597,  0.120882,  0.156312, 12,  17.000000,    0.008858, 77793419264.000000
GSTT2_MOUSE,    0.133581,  0.111704,  0.155457, 6,  10.000000,    0.010938, 17590079488.000000
GSTT3_MOUSE,    0.150139,  0.128112,  0.172167, 10,  10.000000,    0.011014, 56026730496.000000
GT251_MOUSE,    0.004462,  0.000000,  2.403688, 1,   1.000000,    0.013504, 400114176.000000
GTR2_MOUSE,    0.471161,  0.378143,  0.564179, 1,   6.000000,    0.042262, 16668351488.000000
GTR9_MOUSE,    0.263975,  0.217941,  0.310009, 1,   1.000000,    0.018813, 453547168.000000
GUAA_MOUSE,    0.557836,  0.300682,  0.814990, 3,   6.000000,    0.128577, 1421323904.000000
GUAD_MOUSE,    0.166248,  0.094703,  0.237794, 1,   4.000000,    0.032110, 3254811392.000000
GYS2_MOUSE,    0.186539,  0.142978,  0.230100, 24,  30.000000,    0.021780, 45430296576.000000
H10_MOUSE,    0.118483,  0.000000,  3.637037, 1,   1.000000,    0.046803, 5289424384.000000
H14_MOUSE,    0.099114,  0.080808,  0.117421, 2,   6.000000,    0.009153, 79597428736.000000
H17B6_MOUSE,    0.297243,  0.249084,  0.345402, 6,  13.000000,    0.024080, 119788625920.000000
H2A2B_MOUSE,    0.035786,  0.029211,  0.042361, 9,  19.000000,    0.003288, 273278533632.000000
H2AV_MOUSE,    0.083024,  0.059729,  0.106320, 4,   9.000000,    0.011648, 4677026304.000000
H2AX_MOUSE,    0.035643,  0.025494,  0.045793, 2,   2.000000,    0.005075, 541569856.000000
H2AY_MOUSE,    0.109492,  0.080922,  0.138061, 4,   7.000000,    0.014285, 12310756352.000000
H2AZ_MOUSE,    0.066297,  0.052540,  0.080053, 1,   9.000000,    0.004322, 2480094464.000000
H2B1B_MOUSE,    0.011955,  0.006441,  0.017469, 4,  12.000000,    0.002757, 548550836224.000000
H31_MOUSE,    0.004037,  0.000288,  0.007785, 1,   4.000000,    0.001657, 111246213120.000000
H32_MOUSE,    0.002331,  0.000000,  0.005796, 3,   5.000000,    0.001732, 29901844480.000000
H3C_MOUSE,    0.002286,  0.000000,  0.004984, 4,   6.000000,    0.001349, 68281323520.000000
H4_MOUSE,    0.007909,  0.003338,  0.012479, 7,  12.000000,    0.002285, 674969616384.000000
HA10_MOUSE,    0.806177,  0.421127,  1.191228, 3,   5.000000,    0.192525, 8410914304.000000
HA11_MOUSE,    0.353200,  0.237966,  0.468434, 4,   4.000000,    0.057617, 6370826240.000000
HA1B_MOUSE,    1.657868,  0.746148,  2.569589, 4,   5.000000,    0.455860, 5776082432.000000
HACD3_MOUSE,    0.268057,  0.222300,  0.313813, 2,   4.000000,    0.022878, 8484248576.000000
HACL1_MOUSE,    0.265633,  0.224937,  0.306330, 22,  28.000000,    0.020348, 106339909632.000000
HAOX1_MOUSE,    0.527549,  0.386882,  0.668216, 6,  10.000000,    0.070333, 15336764416.000000
HAP28_MOUSE,   19.029341, 18.891758, 19.166924, 2,   2.000000,    0.068791, 1522386048.000000
HARS1_MOUSE,    0.342500,  0.000000,  0.751621, 3,   3.000000,    0.204561, 7348675072.000000
HAX1_MOUSE,    0.214835,  0.000000,  2.024061, 1,   1.000000,    0.261464, 78335792.000000
HBA_MOUSE,    0.014931,  0.011045,  0.018817, 15,  37.000000,    0.001943, 3280554164224.000000
HBB1_MOUSE,    0.013510,  0.008975,  0.018045, 17,  30.000000,    0.002268, 3307229413376.000000
HCD2_MOUSE,    0.102054,  0.090318,  0.113791, 16,  21.000000,    0.005868, 113653841920.000000
HCDH_MOUSE,    0.109699,  0.096519,  0.122880, 17,  27.000000,    0.006590, 209904943104.000000
HDGF_MOUSE,    0.209057,  0.119428,  0.298686, 3,   3.000000,    0.044814, 5707039232.000000
HDHD2_MOUSE,    0.075913,  0.030738,  0.121088, 2,   2.000000,    0.022588, 1326979328.000000
HDHD3_MOUSE,    0.121395,  0.096283,  0.146506, 4,   5.000000,    0.012556, 10345223168.000000
HDHD5_MOUSE,    0.116224,  0.077068,  0.155380, 3,   3.000000,    0.019578, 1093818880.000000
HEBP1_MOUSE,    0.615878,  0.509191,  0.722565, 7,   9.000000,    0.053344, 20936153088.000000
HEM2_MOUSE,    0.239006,  0.206818,  0.271195, 7,  12.000000,    0.016094, 40103395328.000000
HEM3_MOUSE,    0.628904,  0.000000,  2.806566, 1,   1.000000,    0.237995, 15671780.000000
HEM6_MOUSE,    0.236526,  0.175255,  0.297797, 5,  14.000000,    0.030635, 24430016512.000000
HEMH_MOUSE,    0.157998,  0.141559,  0.174437, 7,  12.000000,    0.008219, 424530411520.000000
HEMO_MOUSE,    0.568514,  0.257836,  0.879192, 4,   7.000000,    0.155339, 16879648768.000000
HEXA_MOUSE,    0.712337,  0.000000,  9.374797, 1,   1.000000,    0.617035, 597187712.000000
HGD_MOUSE,    0.205558,  0.170881,  0.240234, 23,  29.000000,    0.017338, 317480075264.000000
HIBCH_MOUSE,    0.122396,  0.106798,  0.137994, 10,  20.000000,    0.007799, 53873676288.000000
HINT1_MOUSE,    0.165199,  0.140599,  0.189798, 4,   8.000000,    0.012300, 30167599104.000000
HINT2_MOUSE,    0.222352,  0.169304,  0.275400, 4,   5.000000,    0.026524, 30222579712.000000
HIUH_MOUSE,    0.236500,  0.192272,  0.280728, 10,  11.000000,    0.022114, 70775095296.000000
HM13_MOUSE,    0.249160,  0.175621,  0.322699, 2,   2.000000,    0.036769, 3903962624.000000
HMCS1_MOUSE,    1.582234,  0.677930,  2.486538, 4,   7.000000,    0.452152, 114867068928.000000
HMCS2_MOUSE,    0.223530,  0.188604,  0.258455, 51,  57.000000,    0.017463, 1438918901760.000000
HMGB1_MOUSE,    0.171911,  0.137731,  0.206091, 7,  10.000000,    0.017090, 80640188416.000000
HMGCL_MOUSE,    0.157613,  0.133905,  0.181321, 12,  18.000000,    0.011854, 91186626560.000000
HMOX2_MOUSE,    0.025321,  0.000000,  2.721653, 1,   1.000000,    0.019324, 860555456.000000
HNMT_MOUSE,    8.090382,  7.759820,  8.420943, 2,   2.000000,    0.165281, 553095360.000000
HNRH1_MOUSE,    0.400031,  0.257434,  0.542627, 3,   4.000000,    0.071298, 8465900032.000000
HNRH2_MOUSE,    0.239434,  0.180916,  0.297952, 6,   8.000000,    0.029259, 8585257984.000000
HNRL2_MOUSE,   24.223976, 23.065891, 25.382061, 2,   2.000000,    0.579043, 807996608.000000
HNRPC_MOUSE,    0.386700,  0.314725,  0.458676, 2,   4.000000,    0.035988, 13899573248.000000
HNRPD_MOUSE,    0.143884,  0.102721,  0.185048, 3,   4.000000,    0.020582, 15076625408.000000
HNRPF_MOUSE,    0.438506,  0.319166,  0.557845, 3,   5.000000,    0.059670, 5581176832.000000
HNRPK_MOUSE,    0.359671,  0.277392,  0.441949, 17,  20.000000,    0.041139, 54909673472.000000
HNRPL_MOUSE,    0.178662,  0.137175,  0.220149, 4,  10.000000,    0.020744, 12757963776.000000
HNRPM_MOUSE,    0.294444,  0.213828,  0.375061, 4,  10.000000,    0.040308, 23542081536.000000
HNRPQ_MOUSE,    0.156168,  0.120115,  0.192220, 4,   9.000000,    0.018026, 18345011200.000000
HNRPU_MOUSE,    0.336991,  0.259018,  0.414964, 10,  16.000000,    0.038986, 27839514624.000000
HOGA1_MOUSE,    0.106220,  0.084851,  0.127590, 6,  15.000000,    0.010685, 77794877440.000000
HOT_MOUSE,    0.185524,  0.147312,  0.223736, 5,  12.000000,    0.019106, 18364837888.000000
HP1B3_MOUSE,    0.012607,  0.000000,  5.173762, 1,   1.000000,    0.040347, 745220416.000000
HPCL1_MOUSE,    0.202251,  0.113423,  0.291078, 1,   1.000000,    0.027912, 103418016.000000
HPPD_MOUSE,    0.412539,  0.337241,  0.487838, 17,  25.000000,    0.037649, 391521337344.000000
HPRT_MOUSE,    0.209572,  0.150683,  0.268462, 4,   6.000000,    0.029445, 9792074752.000000
HPT_MOUSE,    3.214084,  2.532061,  3.896107, 1,   5.000000,    2.049781, 13698582528.000000
HRG_MOUSE,    0.815268,  0.393880,  1.236656, 3,   3.000000,    0.210694, 3276508160.000000
HS105_MOUSE,    0.098564,  0.076948,  0.120180, 1,   8.000000,    0.009821, 11550997504.000000
HS71A_MOUSE,    0.362779,  0.268944,  0.456613, 4,   5.000000,    0.046917, 42440949760.000000
HS90A_MOUSE,    0.263925,  0.207826,  0.320025, 27,  35.000000,    0.028050, 247092084736.000000
HS90B_MOUSE,    0.321938,  0.263529,  0.380347, 19,  26.000000,    0.029204, 191193300992.000000
HSDL2_MOUSE,    0.275024,  0.217623,  0.332424, 8,  10.000000,    0.028700, 7787918336.000000
HSP74_MOUSE,    0.324130,  0.245447,  0.402813, 6,  16.000000,    0.039341, 37534457856.000000
HSP7C_MOUSE,    0.333235,  0.270636,  0.395834, 19,  35.000000,    0.031299, 388712660992.000000
HTAI2_MOUSE,    0.303715,  0.102380,  0.505050, 3,   6.000000,    0.100667, 4756886528.000000
HTRA2_MOUSE,    0.218194,  0.195454,  0.240933, 2,   2.000000,    0.011370, 948412992.000000
HUTH_MOUSE,    0.229802,  0.183799,  0.275805, 22,  30.000000,    0.023001, 99616448512.000000
HUTI_MOUSE,    0.185172,  0.160450,  0.209894, 15,  20.000000,    0.012361, 77808582656.000000
HUTU_MOUSE,    0.195790,  0.164241,  0.227339, 28,  36.000000,    0.015774, 252934062080.000000
HVM04_MOUSE,    0.243801,  0.000000,  0.770925, 1,   1.000000,    0.113268, 97736104.000000
HXK4_MOUSE,    0.506270,  0.386570,  0.625971, 3,   6.000000,    0.059850, 8553441792.000000
HYEP_MOUSE,    0.255866,  0.200494,  0.311239, 20,  28.000000,    0.027686, 174281818112.000000
HYES_MOUSE,    0.252638,  0.211495,  0.293780, 49,  54.000000,    0.020571, 634765312000.000000
HYKK_MOUSE,    0.171678,  0.120454,  0.222901, 3,   3.000000,    0.025612, 4742512640.000000
HYOU1_MOUSE,    0.259838,  0.200790,  0.318887, 17,  29.000000,    0.029524, 64634896384.000000
HYPDH_MOUSE,    0.226532,  0.174804,  0.278261, 2,   7.000000,    0.025864, 7085878784.000000
I23O2_MOUSE,    0.477457,  0.163627,  0.791287, 3,   3.000000,    0.156915, 2002089344.000000
IAH1_MOUSE,    0.174662,  0.132634,  0.216689, 13,  17.000000,    0.021014, 63942152192.000000
IC1_MOUSE,    3.997347,  2.786872,  5.207822, 1,   1.000000,    7.219934, 111728432.000000
ICA_MOUSE,    3.577434,  1.743001,  5.411868, 2,   4.000000,    0.917217, 623109888.000000
IDE_MOUSE,    0.275158,  0.156532,  0.393783, 4,   6.000000,    0.059313, 10606987264.000000
IDH3A_MOUSE,    0.102774,  0.088612,  0.116937, 5,   9.000000,    0.007081, 12346954752.000000
IDHC_MOUSE,    0.165904,  0.142600,  0.189207, 26,  34.000000,    0.011652, 417748811776.000000
IDHG1_MOUSE,    0.272092,  0.152536,  0.391648, 2,   4.000000,    0.059778, 8471321088.000000
IDHP_MOUSE,    0.111795,  0.094036,  0.129553, 20,  27.000000,    0.008879, 124763521024.000000
IDI1_MOUSE,    0.498796,  0.243081,  0.754511, 4,   5.000000,    0.127858, 4535964672.000000
IF1AX_MOUSE,    0.194827,  0.121131,  0.268522, 2,   2.000000,    0.036848, 2173015808.000000
IF1A_MOUSE,    0.430581,  0.310373,  0.550789, 2,   2.000000,    0.060104, 463497920.000000
IF2A_MOUSE,    0.222740,  0.177293,  0.268187, 4,   8.000000,    0.022724, 10545045504.000000
IF2B_MOUSE,    0.149548,  0.106017,  0.193080, 3,   4.000000,    0.021766, 3724597248.000000
IF2G_MOUSE,    0.308243,  0.250935,  0.365551, 2,   5.000000,    0.028654, 3881026560.000000
IF2P_MOUSE,    0.269839,  0.182354,  0.357324, 2,   2.000000,    0.043743, 644023680.000000
IF4A1_MOUSE,    0.365905,  0.300642,  0.431167, 18,  25.000000,    0.032631, 90510778368.000000
IF4A2_MOUSE,    1.013263,  0.679396,  1.347131, 2,   5.000000,    0.166934, 6528257024.000000
IF4A3_MOUSE,    0.386217,  0.248677,  0.523756, 1,   4.000000,    0.061729, 888769152.000000
IF4B_MOUSE,    0.797965,  0.333335,  1.262596, 2,   2.000000,    0.232315, 7485030400.000000
IF4E_MOUSE,    2.312904,  2.203093,  2.422716, 2,   2.000000,    0.054906, 735720128.000000
IF4G1_MOUSE,    0.695035,  0.499243,  0.890828, 2,   5.000000,    0.097896, 5192741888.000000
IF4H_MOUSE,    0.702078,  0.543039,  0.861117, 2,   2.000000,    0.079520, 1591520512.000000
IF5A1_MOUSE,    0.264467,  0.226779,  0.302156, 5,   7.000000,    0.018844, 35856793600.000000
IF5_MOUSE,    0.332259,  0.196763,  0.467755, 2,   5.000000,    0.067748, 14910365696.000000
IF6_MOUSE,    0.320211,  0.247509,  0.392912, 2,   2.000000,    0.036351, 5467345920.000000
IGG2B_MOUSE,    0.091448,  0.059086,  0.123809, 1,   4.000000,    0.014524, 11185445888.000000
IGH1M_MOUSE,    0.104087,  0.042909,  0.165264, 3,   3.000000,    0.030589, 3799287808.000000
IGHA_MOUSE,   11.318241, 10.388373, 12.248109, 1,   1.000000,  9770.246094, 519353248.000000
IGHM_MOUSE,    0.321268,  0.202430,  0.440107, 4,  10.000000,    0.059419, 12591058944.000000
IGKC_MOUSE,    0.093958,  0.051861,  0.136055, 3,   3.000000,    0.021048, 12562548736.000000
IIGP1_MOUSE,    0.692810,  0.638822,  0.746797, 4,   7.000000,    0.026994, 73193783296.000000
ILEUA_MOUSE,    0.029964,  0.010318,  0.049610, 3,   3.000000,    0.009823, 956618240.000000
ILF2_MOUSE,    0.001885,  0.000000,  5.403293, 1,   1.000000,    0.031848, 91369040.000000
ILK_MOUSE,    0.231465,  0.151427,  0.311504, 2,   4.000000,    0.040019, 3462491392.000000
IMA3_MOUSE,    0.454638,  0.342141,  0.567135, 3,   3.000000,    0.056249, 692899712.000000
IMB1_MOUSE,    0.243308,  0.169095,  0.317520, 9,  13.000000,    0.037106, 11970164736.000000
IMPA1_MOUSE,    1.123630,  0.944032,  1.303228, 2,   2.000000,    0.089799, 6438533632.000000
INMT_MOUSE,    0.134639,  0.113416,  0.155862, 22,  28.000000,    0.010611, 155244544000.000000
INO1_MOUSE,    0.052175,  0.000000,  2.041934, 1,   1.000000,    0.063047, 56994788.000000
IPIL2_MOUSE,    0.000423,  0.000000,  4.428501, 1,   1.000000,    0.012925, 34732304.000000
IPO5_MOUSE,    0.165651,  0.083208,  0.248093, 2,   2.000000,    0.041221, 5778582528.000000
IPO7_MOUSE,    0.854790,  0.790084,  0.919495, 2,   4.000000,    0.032353, 3972496896.000000
IPYR2_MOUSE,    0.124921,  0.105008,  0.144833, 4,  11.000000,    0.009956, 18585276416.000000
IPYR_MOUSE,    0.174745,  0.145556,  0.203933, 13,  18.000000,    0.014594, 106557431808.000000
IQGA2_MOUSE,    0.258350,  0.210186,  0.306515, 30,  43.000000,    0.024082, 106638393344.000000
IR3IP_MOUSE,    0.096839,  0.000000,  3.622523, 1,   1.000000,    0.070686, 238981424.000000
IRGM1_MOUSE,    0.280051,  0.216313,  0.343789, 4,   6.000000,    0.031869, 4348113920.000000
ISC2A_MOUSE,    0.114716,  0.101916,  0.127515, 9,  12.000000,    0.006400, 39451901952.000000
ISOC1_MOUSE,    0.208303,  0.166885,  0.249722, 4,   8.000000,    0.020709, 11836083200.000000
IST1_MOUSE,    3.708305,  2.769346,  4.647264, 2,   2.000000,    0.469479, 602075328.000000
ITA1_MOUSE,    0.119126,  0.080058,  0.158195, 3,   3.000000,    0.019534, 39161511936.000000
ITB1_MOUSE,    0.159763,  0.097793,  0.221732, 3,   6.000000,    0.030985, 4307862016.000000
ITIH1_MOUSE,    0.775524,  0.463280,  1.087767, 3,   5.000000,    0.156122, 7089918464.000000
ITIH2_MOUSE,    0.902999,  0.532282,  1.273715, 1,   1.000000,    0.133522, 366231520.000000
ITIH4_MOUSE,    2.802192,  2.676054,  2.928329, 3,   4.000000,    0.063069, 2958133504.000000
ITPA_MOUSE,    0.240938,  0.192691,  0.289184, 1,   4.000000,    0.021921, 3111987968.000000
IVD_MOUSE,    0.116231,  0.098418,  0.134044, 10,  21.000000,    0.008907, 148027539456.000000
IYD1_MOUSE,    0.307583,  0.286144,  0.329022, 2,   2.000000,    0.010720, 3415018752.000000
K1C14_MOUSE,    0.002334,  0.000000,  4.402760, 1,   5.000000,    0.005859, 30818263040.000000
K1C17_MOUSE,    0.100958,  0.076362,  0.125554, 2,   4.000000,    0.012298, 24934907904.000000
K1C18_MOUSE,    0.084155,  0.074805,  0.093504, 25,  41.000000,    0.004675, 421574737920.000000
K1C19_MOUSE,   12.249053, 12.224836, 12.273270, 2,   5.000000,    0.012108, 4608541696.000000
K22O_MOUSE,    0.006493,  0.000000,  0.014932, 2,   2.000000,    0.004219, 6239043072.000000
K2C6A_MOUSE,    0.008487,  0.000000,  0.017185, 2,   5.000000,    0.004349, 2119052544.000000
K2C8_MOUSE,    0.097850,  0.086689,  0.109011, 36,  53.000000,    0.005580, 409406799872.000000
KAD2_MOUSE,    0.110699,  0.095093,  0.126304, 15,  22.000000,    0.007803, 160834338816.000000
KAD3_MOUSE,    0.178674,  0.156288,  0.201060, 6,   9.000000,    0.011193, 79115026432.000000
KAD4_MOUSE,    0.188631,  0.126237,  0.251025, 4,   7.000000,    0.031197, 14073547776.000000
KAP2_MOUSE,    0.220311,  0.174685,  0.265936, 3,   8.000000,    0.022813, 6328528896.000000
KAT1_MOUSE,    0.136484,  0.104154,  0.168815, 4,   9.000000,    0.016165, 12952592384.000000
KAT3_MOUSE,    0.159683,  0.122845,  0.196521, 8,  11.000000,    0.018419, 37941727232.000000
KBL_MOUSE,    0.118935,  0.102107,  0.135762, 14,  18.000000,    0.008414, 27769466880.000000
KCMF1_MOUSE,    0.218381,  0.137689,  0.299073, 2,   2.000000,    0.040346, 146270704.000000
KCRB_MOUSE,    0.125573,  0.095783,  0.155364, 2,   2.000000,    0.014895, 5013359616.000000
KCY_MOUSE,    0.213122,  0.180544,  0.245700, 5,   8.000000,    0.016289, 32616290304.000000
KEG1_MOUSE,    0.212181,  0.170911,  0.253450, 10,  15.000000,    0.020635, 58148724736.000000
KGUA_MOUSE,    0.327090,  0.060933,  0.593246, 1,   1.000000,    0.119452, 3323982592.000000
KHDR1_MOUSE,    0.650769,  0.325614,  0.975924, 2,   2.000000,    0.162577, 827701952.000000
KHK_MOUSE,    0.147571,  0.121480,  0.173662, 11,  16.000000,    0.013046, 71215693824.000000
KI13A_MOUSE,    0.327960,  0.031239,  0.624681, 2,   2.000000,    0.148361, 342424000.000000
KINH_MOUSE,    0.937468,  0.732549,  1.142388, 2,   2.000000,    0.102460, 122807264.000000
KISHA_MOUSE,    1.604884,  1.595365,  1.614402, 2,   2.000000,    0.004759, 6511724032.000000
KMO_MOUSE,    0.166587,  0.137034,  0.196140, 11,  17.000000,    0.014776, 87167000576.000000
KNG1_MOUSE,    0.691158,  0.560695,  0.821620, 4,   6.000000,    0.065231, 5874972672.000000
KPRA_MOUSE,    0.222356,  0.000000,  3.548749, 1,   1.000000,    0.156877, 295125056.000000
KPYM_MOUSE,    0.279771,  0.260971,  0.298571, 2,  11.000000,    0.009400, 10449231872.000000
KPYR_MOUSE,    0.161184,  0.129967,  0.192401, 18,  31.000000,    0.015609, 199719452672.000000
KT3K_MOUSE,   12.467434,  8.459117, 16.475750, 1,   1.000000,  195391.343750, 138375184.000000
