Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
A1AT5_MOUSE,    2.564448,  2.021096,  3.107800, 2,   6.000000,    0.271676, 72297242624.000000
A1CF_MOUSE,    0.587180,  0.338315,  0.836045, 4,  14.000000,    0.124433, 23838322688.000000
A2AP_MOUSE,    3.537184,  2.741200,  4.333169, 2,   2.000000,    0.397992, 1832753408.000000
AAAD_MOUSE,    0.370860,  0.299333,  0.442387, 10,  21.000000,    0.035763, 348034662400.000000
AACS_MOUSE,    0.548794,  0.346471,  0.751117, 4,   7.000000,    0.101161, 18340599808.000000
AADAT_MOUSE,    0.174378,  0.125160,  0.223596, 8,  15.000000,    0.024609, 102595756032.000000
AAKB1_MOUSE,    0.127886,  0.011301,  0.244472, 1,   1.000000,    0.041991, 93661520.000000
AAKG1_MOUSE,    5.866107,  5.563891,  6.168323, 3,   3.000000,    0.151108, 911308736.000000
AAPK1_MOUSE,    0.254354,  0.042138,  0.466570, 1,   1.000000,    0.076434, 738435136.000000
AASS_MOUSE,    0.213461,  0.166899,  0.260023, 20,  48.000000,    0.023281, 476148891648.000000
AATC_MOUSE,    0.260084,  0.208772,  0.311396, 14,  29.000000,    0.025656, 467765493760.000000
AATM_MOUSE,    0.140799,  0.118428,  0.163170, 20,  41.000000,    0.011185, 2794501963776.000000
ABCA6_MOUSE,    0.534081,  0.196819,  0.871343, 3,   8.000000,    0.168631, 4486101504.000000
ABCB7_MOUSE,    0.340051,  0.100965,  0.579137, 2,   6.000000,    0.119543, 5374091776.000000
ABCBA_MOUSE,    0.595066,  0.298518,  0.891614, 3,   3.000000,    0.148274, 1121345152.000000
ABCBB_MOUSE,    0.428698,  0.291316,  0.566080, 8,  25.000000,    0.068691, 96159801344.000000
ABCD1_MOUSE,    0.355010,  0.273981,  0.436039, 1,   1.000000,    0.031522, 407013984.000000
ABCD3_MOUSE,    0.397189,  0.293683,  0.500696, 17,  34.000000,    0.051753, 480480821248.000000
ABCE1_MOUSE,    0.437539,  0.358862,  0.516216, 4,   9.000000,    0.039338, 31426748416.000000
ABCF1_MOUSE,    1.437394,  1.108863,  1.765925, 2,   2.000000,    0.164265, 1419252224.000000
ABCF2_MOUSE,    1.386753,  1.055487,  1.718019, 2,   2.000000,    0.165633, 913485440.000000
ABCG2_MOUSE,    0.463784,  0.439993,  0.487574, 2,   5.000000,    0.011895, 4089115392.000000
ABHD3_MOUSE,    0.565171,  0.000000,  4.618814, 1,   1.000000,    0.631013, 1207278464.000000
ABHD6_MOUSE,    0.729936,  0.508678,  0.951194, 3,   6.000000,    0.110629, 3484667648.000000
ABHDB_MOUSE,    0.219416,  0.091174,  0.347658, 3,   8.000000,    0.064121, 19206963200.000000
ABHEB_MOUSE,    0.196803,  0.154955,  0.238651, 9,  14.000000,    0.020924, 367139749888.000000
ACACA_MOUSE,    0.616462,  0.396982,  0.835942, 8,  32.000000,    0.109740, 57259479040.000000
ACACB_MOUSE,    0.569183,  0.366753,  0.771613, 4,  10.000000,    0.101215, 17668349952.000000
ACAD8_MOUSE,    0.150736,  0.128827,  0.172646, 4,  15.000000,    0.010955, 78760910848.000000
ACAD9_MOUSE,    0.219869,  0.139602,  0.300135, 4,   9.000000,    0.040133, 24453568512.000000
ACADL_MOUSE,    0.179222,  0.147001,  0.211443, 16,  28.000000,    0.016110, 557243629568.000000
ACADM_MOUSE,    0.287826,  0.242195,  0.333457, 8,  18.000000,    0.022815, 452160225280.000000
ACADS_MOUSE,    0.147177,  0.125306,  0.169049, 14,  31.000000,    0.010936, 770579365888.000000
ACADV_MOUSE,    0.423815,  0.335662,  0.511969, 22,  39.000000,    0.044077, 604856778752.000000
ACATN_MOUSE,   18.306917, 15.343683, 21.270151, 1,   1.000000,  26357950.000000, 1876901248.000000
ACBD5_MOUSE,    1.696885,  1.036961,  2.356808, 4,  10.000000,    0.329962, 45339193344.000000
ACBP_MOUSE,    0.330432,  0.264162,  0.396702, 12,  15.000000,    0.033135, 998218137600.000000
ACD10_MOUSE,    0.138602,  0.095479,  0.181726, 4,  13.000000,    0.021562, 16772378624.000000
ACD11_MOUSE,    0.762069,  0.435349,  1.088789, 5,  14.000000,    0.163360, 80961257472.000000
ACDSB_MOUSE,    0.438241,  0.302025,  0.574457, 9,  13.000000,    0.068108, 79520931840.000000
ACLY_MOUSE,    0.549292,  0.361123,  0.737461, 21,  39.000000,    0.094085, 464816996352.000000
ACNT1_MOUSE,    0.238675,  0.095970,  0.381380, 3,   3.000000,    0.071352, 7240222720.000000
ACO12_MOUSE,    0.525927,  0.363408,  0.688446, 4,   8.000000,    0.081259, 13859330048.000000
ACO13_MOUSE,    0.740689,  0.185267,  1.296110, 1,   5.000000,    0.216068, 21806675968.000000
ACOC_MOUSE,    0.271295,  0.216666,  0.325925, 21,  46.000000,    0.027315, 641910571008.000000
ACON_MOUSE,    0.169884,  0.139453,  0.200316, 22,  44.000000,    0.015216, 1200472326144.000000
ACOT1_MOUSE,    0.282625,  0.169141,  0.396108, 4,  11.000000,    0.056742, 51804172288.000000
ACOT2_MOUSE,    0.374521,  0.164956,  0.584085, 1,   5.000000,    0.088625, 3055948544.000000
ACOT4_MOUSE,    1.170462,  1.078625,  1.262299, 2,   4.000000,    0.045918, 5171757568.000000
ACOT8_MOUSE,    0.199960,  0.000000,  1.731885, 1,   1.000000,    0.086287, 796971136.000000
ACOX1_MOUSE,    0.944455,  0.505249,  1.383661, 33,  58.000000,    0.219603, 2283302027264.000000
ACOX2_MOUSE,    0.483016,  0.349360,  0.616672, 11,  20.000000,    0.066828, 159286902784.000000
ACOX3_MOUSE,    0.100868,  0.000000,  2.752773, 1,   1.000000,    0.059700, 832068928.000000
ACPM_MOUSE,    0.036535,  0.000000,  2.967176, 1,   1.000000,    0.021178, 1857051648.000000
ACS2L_MOUSE,    0.035003,  0.015752,  0.054253, 2,   2.000000,    0.009625, 939630848.000000
ACSA_MOUSE,    0.492820,  0.317676,  0.667964, 9,  15.000000,    0.087572, 95953870848.000000
ACSF2_MOUSE,    0.227941,  0.177192,  0.278690, 23,  36.000000,    0.025374, 640700121088.000000
ACSF3_MOUSE,    0.341347,  0.241247,  0.441448, 4,   7.000000,    0.050050, 9753718784.000000
ACSL1_MOUSE,    0.343098,  0.272874,  0.413323, 32,  48.000000,    0.035112, 1742148337664.000000
ACSL4_MOUSE,   15.704985,  0.000000, 70.174576, 2,   2.000000,   27.234795, 2189418240.000000
ACSL5_MOUSE,    0.406539,  0.276232,  0.536845, 21,  33.000000,    0.065153, 358084280320.000000
ACSM1_MOUSE,    0.187315,  0.156322,  0.218307, 24,  44.000000,    0.015496, 1282518941696.000000
ACSM2_MOUSE,    0.265060,  0.000000,  2.461975, 1,   1.000000,    0.153153, 822092800.000000
ACSM3_MOUSE,    0.147515,  0.107294,  0.187735, 4,  10.000000,    0.020110, 24727660544.000000
ACSM5_MOUSE,    0.190963,  0.147005,  0.234921, 12,  24.000000,    0.021979, 114250186752.000000
ACSS3_MOUSE,    0.489015,  0.000000,  4.039212, 1,   5.000000,    0.322186, 3102107136.000000
ACTBL_MOUSE,    0.161811,  0.135918,  0.187703, 4,   9.000000,    0.012946, 1693723787264.000000
ACTB_MOUSE,    0.262409,  0.216763,  0.308056, 25,  37.000000,    0.022823, 4863827116032.000000
ACTC_MOUSE,    0.294509,  0.242788,  0.346229, 2,   8.000000,    0.025860, 485802278912.000000
ACTN1_MOUSE,    0.318149,  0.231460,  0.404838, 11,  37.000000,    0.043345, 185646186496.000000
ACTN4_MOUSE,    0.329251,  0.253713,  0.404789, 18,  40.000000,    0.037769, 285286268928.000000
ACTY_MOUSE,    0.525999,  0.340095,  0.711903, 2,   7.000000,    0.092952, 9895368704.000000
ACTZ_MOUSE,    0.335522,  0.092569,  0.578474, 3,   6.000000,    0.121476, 4902180864.000000
ACY1_MOUSE,    0.407162,  0.281224,  0.533099, 4,   7.000000,    0.062968, 33588215808.000000
ACY3_MOUSE,    0.176470,  0.107234,  0.245707, 5,  10.000000,    0.034618, 49810808832.000000
ADDA_MOUSE,   19.501286, 16.575844, 22.426727, 1,   1.000000,  150701856.000000, 199256736.000000
ADH1_MOUSE,    0.223769,  0.192625,  0.254913, 17,  30.000000,    0.015572, 7195136622592.000000
ADH4_MOUSE,    7.163867,  6.462841,  7.864892, 1,   9.000000,  139358.234375, 18092013568.000000
ADHX_MOUSE,    0.219275,  0.194615,  0.243935, 9,  20.000000,    0.012330, 733197828096.000000
ADK_MOUSE,    0.379596,  0.276901,  0.482291, 8,  25.000000,    0.051347, 471275601920.000000
ADPGK_MOUSE,    0.732448,  0.516739,  0.948157, 3,   3.000000,    0.107854, 4277196288.000000
ADPRS_MOUSE,    0.075778,  0.000000,  2.531517, 1,   1.000000,    0.035647, 177161760.000000
ADRO_MOUSE,    1.817126,  1.749912,  1.884341, 2,   5.000000,    0.033607, 6053078528.000000
ADT1_MOUSE,    0.184672,  0.130904,  0.238441, 3,   8.000000,    0.026884, 518217760768.000000
ADT2_MOUSE,    0.204613,  0.155538,  0.253688, 8,  25.000000,    0.024538, 979637633024.000000
ADX_MOUSE,    0.663513,  0.328539,  0.998486, 3,   3.000000,    0.167487, 14000080896.000000
AFAD_MOUSE,    0.321657,  0.215562,  0.427753, 1,   4.000000,    0.044868, 1569655552.000000
AFG32_MOUSE,    0.284890,  0.129231,  0.440548, 2,   4.000000,    0.077829, 6632777216.000000
AGK_MOUSE,    0.566234,  0.000000,  2.480357, 1,   1.000000,    0.298970, 3038261504.000000
AGM1_MOUSE,    0.274584,  0.195674,  0.353494, 3,   3.000000,    0.039455, 3745492224.000000
AGRIN_MOUSE,    0.076106,  0.000000,  3.983198, 1,   1.000000,    0.052113, 54074036.000000
AGT2_MOUSE,    0.145679,  0.124497,  0.166860, 7,  23.000000,    0.010591, 201971007488.000000
AHSA1_MOUSE,    0.667087,  0.495270,  0.838905, 3,   4.000000,    0.085909, 9263379456.000000
AIFM1_MOUSE,    0.174777,  0.144035,  0.205519, 14,  27.000000,    0.015371, 417517699072.000000
AIMP1_MOUSE,    0.896405,  0.000000,  4.192501, 1,   6.000000,    0.425660, 3618414336.000000
AIMP2_MOUSE,    0.229444,  0.127722,  0.331166, 3,   8.000000,    0.050861, 18802659328.000000
AK1A1_MOUSE,    0.234439,  0.203101,  0.265776, 9,  21.000000,    0.015669, 556732121088.000000
AK1CD_MOUSE,    0.310938,  0.240890,  0.380987, 10,  26.000000,    0.035024, 383505104896.000000
AK1D1_MOUSE,    0.249832,  0.198932,  0.300732, 10,  19.000000,    0.025450, 212992262144.000000
AKC1H_MOUSE,    0.268111,  0.175350,  0.360872, 4,   5.000000,    0.046381, 375640096768.000000
AKCL2_MOUSE,    0.495324,  0.415198,  0.575450, 2,   5.000000,    0.040063, 82888261632.000000
AL1A1_MOUSE,    0.300602,  0.253822,  0.347383, 38,  59.000000,    0.023390, 6215955906560.000000
AL1A7_MOUSE,    0.345716,  0.293030,  0.398402, 12,  21.000000,    0.026343, 392802893824.000000
AL1B1_MOUSE,    0.134629,  0.106536,  0.162722, 14,  30.000000,    0.014047, 192014172160.000000
AL1L1_MOUSE,    0.348442,  0.276114,  0.420769, 55,  99.000000,    0.036164, 4437765521408.000000
AL3A2_MOUSE,    0.293248,  0.239632,  0.346865, 12,  23.000000,    0.026808, 463236890624.000000
AL4A1_MOUSE,    0.164114,  0.135135,  0.193093, 10,  28.000000,    0.014489, 694673342464.000000
AL7A1_MOUSE,    0.207800,  0.161970,  0.253630, 22,  36.000000,    0.022915, 1311560564736.000000
AL8A1_MOUSE,    0.275425,  0.225636,  0.325213, 19,  33.000000,    0.024894, 826979057664.000000
AL9A1_MOUSE,    0.254428,  0.188856,  0.320000, 8,  30.000000,    0.032786, 461247184896.000000
ALAT1_MOUSE,    0.533693,  0.405703,  0.661682, 10,  29.000000,    0.063995, 328238596096.000000
ALAT2_MOUSE,    0.766715,  0.498419,  1.035012, 4,  17.000000,    0.134148, 68424380416.000000
ALBU_MOUSE,    0.319084,  0.256680,  0.381489, 45,  76.000000,    0.031202, 5030010683392.000000
ALDH2_MOUSE,    0.473301,  0.371462,  0.575139, 32,  50.000000,    0.050919, 6141655384064.000000
ALDOA_MOUSE,    0.674981,  0.440664,  0.909299, 4,  10.000000,    0.117159, 64205410304.000000
ALDOB_MOUSE,    0.480924,  0.385677,  0.576170, 22,  35.000000,    0.047623, 7462871105536.000000
ALDOC_MOUSE,    0.460253,  0.096984,  0.823522, 3,   3.000000,    0.181634, 14448226304.000000
ALDR_MOUSE,    0.192690,  0.040690,  0.344690, 3,   3.000000,    0.076000, 6192501248.000000
ALG2_MOUSE,    0.746700,  0.156828,  1.336571, 3,   3.000000,    0.294936, 983750528.000000
ALG5_MOUSE,    0.636564,  0.500873,  0.772254, 2,   2.000000,    0.067845, 3002943488.000000
ALR_MOUSE,    0.184795,  0.132669,  0.236921, 3,   5.000000,    0.026063, 7944240128.000000
AMACR_MOUSE,    0.319842,  0.252773,  0.386911, 6,  17.000000,    0.033534, 167822999552.000000
AMBP_MOUSE,    1.201468,  0.568266,  1.834671, 3,   3.000000,    0.316601, 3302934016.000000
AMPB_MOUSE,    0.559025,  0.467406,  0.650643, 3,  10.000000,    0.045809, 13795960832.000000
AMPE_MOUSE,    1.212118,  0.761048,  1.663189, 4,   7.000000,    0.225535, 8470888960.000000
AMPL_MOUSE,    0.311576,  0.242874,  0.380278, 27,  46.000000,    0.034351, 1020651569152.000000
AMPN_MOUSE,    1.059692,  0.821043,  1.298341, 7,  19.000000,    0.119324, 31591913472.000000
AMRP_MOUSE,    8.977735,  8.457749,  9.497720, 1,   6.000000,  2498.179443, 5995603968.000000
AN32A_MOUSE,    0.322957,  0.202730,  0.443184, 3,   5.000000,    0.060114, 20164820992.000000
AN32B_MOUSE,    0.183792,  0.036484,  0.331101, 3,   3.000000,    0.073654, 7640975872.000000
ANFY1_MOUSE,    0.553525,  0.365870,  0.741181, 3,   3.000000,    0.093828, 1475486976.000000
ANK1_MOUSE,    0.002892,  0.000000,  0.031921, 2,   2.000000,    0.014514, 377569056.000000
ANM1_MOUSE,    0.277198,  0.174673,  0.379723, 2,   2.000000,    0.051262, 966323968.000000
ANT3_MOUSE,    2.735670,  0.000000,  5.685118, 4,   9.000000,    1.474724, 29662728192.000000
ANX11_MOUSE,    1.164700,  0.000000,  2.403619, 3,   3.000000,    0.619459, 5217232896.000000
ANXA1_MOUSE,    1.873242,  0.026007,  3.720478, 1,   1.000000,    2.409936, 751971776.000000
ANXA2_MOUSE,    0.079041,  0.061284,  0.096799, 1,  16.000000,    0.007701, 27690610688.000000
ANXA3_MOUSE,    0.856333,  0.546416,  1.166250, 2,   2.000000,    0.154958, 1864617600.000000
ANXA4_MOUSE,    0.324194,  0.240477,  0.407912, 4,  12.000000,    0.041859, 101261721600.000000
ANXA5_MOUSE,    0.171848,  0.131153,  0.212542, 10,  21.000000,    0.020347, 182975873024.000000
ANXA6_MOUSE,    0.318510,  0.258799,  0.378221, 16,  28.000000,    0.029855, 303872704512.000000
ANXA7_MOUSE,    1.559307,  1.213766,  1.904847, 3,   6.000000,    0.172770, 32415320064.000000
AOFA_MOUSE,    0.291680,  0.235963,  0.347397, 2,   7.000000,    0.027858, 9841947648.000000
AOFB_MOUSE,    0.205816,  0.166521,  0.245111, 5,  20.000000,    0.019647, 219840053248.000000
AOXA_MOUSE,    0.484461,  0.317901,  0.651021, 5,  13.000000,    0.083280, 12199659520.000000
AOXC_MOUSE,    0.452003,  0.359378,  0.544627, 21,  50.000000,    0.046312, 883325599744.000000
AP1B1_MOUSE,    0.244159,  0.187689,  0.300628, 4,  30.000000,    0.028235, 109632258048.000000
AP1G1_MOUSE,    0.537789,  0.123611,  0.951966, 1,   7.000000,    0.179608, 5475012608.000000
AP1M1_MOUSE,    0.243219,  0.047101,  0.439337, 3,   6.000000,    0.098059, 7877165056.000000
AP1S1_MOUSE,    0.330896,  0.287852,  0.373939, 1,   1.000000,    0.018666, 2304620800.000000
AP2A1_MOUSE,    0.287406,  0.182026,  0.392787, 5,  13.000000,    0.052690, 20929943552.000000
AP2A2_MOUSE,    0.247688,  0.153997,  0.341378, 8,  29.000000,    0.046845, 79931719680.000000
AP2B1_MOUSE,    0.215474,  0.161050,  0.269899, 4,  18.000000,    0.027212, 47012593664.000000
AP2M1_MOUSE,    0.295294,  0.218803,  0.371785, 5,   9.000000,    0.038246, 40372125696.000000
AP3B1_MOUSE,    0.380243,  0.175577,  0.584909, 3,   4.000000,    0.102333, 4106505216.000000
AP3D1_MOUSE,    0.632672,  0.404048,  0.861295, 3,   3.000000,    0.114312, 1313592448.000000
AP3M1_MOUSE,    0.215381,  0.000000,  1.599408, 1,   1.000000,    0.083246, 248462640.000000
AP3S1_MOUSE,    0.865154,  0.000000,  4.520542, 1,   1.000000,    0.445590, 643987648.000000
APEH_MOUSE,    0.277197,  0.210673,  0.343721, 4,  13.000000,    0.033262, 40977027072.000000
APEX1_MOUSE,    0.325448,  0.276226,  0.374670, 4,   9.000000,    0.024611, 13649949696.000000
API5_MOUSE,    0.312100,  0.000000,  1.167630, 1,   1.000000,    0.213863, 1527761280.000000
APMAP_MOUSE,    1.067774,  0.964630,  1.170917, 2,   4.000000,    0.051572, 10912358400.000000
APOA1_MOUSE,    0.861372,  0.397524,  1.325220, 4,   8.000000,    0.231924, 88565325824.000000
APOB_MOUSE,    5.025499,  0.000000, 12.644770, 13,  18.000000,    3.809635, 21169850368.000000
APOC3_MOUSE,    1.085588,  0.172704,  1.998471, 1,   1.000000,    0.494226, 1540440064.000000
APOE_MOUSE,    2.799925,  0.000000,  8.329370, 4,  10.000000,    2.764722, 117440446464.000000
APOH_MOUSE,   17.433741,  0.000000, 55.142578, 2,   2.000000,   18.854420, 767591424.000000
APT_MOUSE,    0.373812,  0.211669,  0.535956, 4,   4.000000,    0.081072, 3555803392.000000
AQP1_MOUSE,    2.206624,  2.039519,  2.373729, 2,   2.000000,    0.083553, 16161809408.000000
ARAF_MOUSE,   11.399365, 11.113760, 11.684971, 2,   2.000000,    0.142803, 580782336.000000
ARC1A_MOUSE,    0.104480,  0.077567,  0.131393, 2,   6.000000,    0.013457, 8562328576.000000
ARC1B_MOUSE,    0.195368,  0.135613,  0.255124, 4,  11.000000,    0.029878, 31236243456.000000
ARF1_MOUSE,    0.491783,  0.373573,  0.609992, 5,   9.000000,    0.059105, 187524186112.000000
ARF4_MOUSE,    1.255817,  0.000000,  2.738808, 3,   3.000000,    0.741495, 13365132288.000000
ARF5_MOUSE,    1.469970,  0.470874,  2.469067, 1,   1.000000,    0.685213, 1565587968.000000
ARF6_MOUSE,    0.130054,  0.113585,  0.146522, 2,   7.000000,    0.008234, 26494240768.000000
ARFG1_MOUSE,    0.436886,  0.241568,  0.632204, 1,   1.000000,    0.061374, 32501136.000000
ARFG2_MOUSE,    1.178565,  0.581351,  1.775779, 2,   7.000000,    0.298607, 6783946240.000000
ARGI1_MOUSE,    0.256346,  0.216918,  0.295775, 23,  39.000000,    0.019714, 4456916189184.000000
ARI2_MOUSE,    3.521105,  1.034660,  6.007550, 1,   1.000000,   17.490549, 372710720.000000
ARK72_MOUSE,    0.219483,  0.179253,  0.259713, 8,  12.000000,    0.020115, 229119655936.000000
ARL1_MOUSE,    2.786318,  1.417975,  4.154660, 4,   5.000000,    0.684171, 1698604928.000000
ARL8A_MOUSE,    0.115262,  0.000000,  0.319937, 3,   3.000000,    0.102337, 1320552832.000000
ARL8B_MOUSE,    0.793878,  0.712311,  0.875445, 2,   4.000000,    0.040784, 5150537216.000000
ARLY_MOUSE,    0.314204,  0.240180,  0.388228, 30,  46.000000,    0.037012, 1688986583040.000000
ARMC1_MOUSE,    0.410798,  0.108441,  0.713155, 1,   1.000000,    0.127867, 2056080256.000000
ARP10_MOUSE,    0.874055,  0.000000,  3.714133, 1,   1.000000,    0.280580, 22979854.000000
ARP2_MOUSE,    0.245522,  0.182659,  0.308384, 6,  14.000000,    0.031431, 93653090304.000000
ARP3_MOUSE,    0.160458,  0.123695,  0.197221, 6,  14.000000,    0.018382, 107475501056.000000
ARP5L_MOUSE,    0.270962,  0.189296,  0.352628, 3,   3.000000,    0.040833, 6246766080.000000
ARPC2_MOUSE,    0.148326,  0.101402,  0.195251, 5,  13.000000,    0.023462, 28049956864.000000
ARPC3_MOUSE,    0.421341,  0.334123,  0.508559, 2,   5.000000,    0.043609, 15911319552.000000
ARPC4_MOUSE,    0.152332,  0.012870,  0.291793, 3,   3.000000,    0.069731, 14568256512.000000
ARPC5_MOUSE,    0.253981,  0.180183,  0.327779, 3,   5.000000,    0.036899, 23274600448.000000
ARSB_MOUSE,    0.047701,  0.000000,  3.592075, 1,   1.000000,    0.043701, 219290256.000000
ARY2_MOUSE,    0.185675,  0.143891,  0.227460, 5,   8.000000,    0.020892, 13136334848.000000
AS3MT_MOUSE,    0.941053,  0.581642,  1.300464, 4,   8.000000,    0.179706, 20433606656.000000
ASAH1_MOUSE,    0.247811,  0.211281,  0.284341, 2,   7.000000,    0.018265, 16936092672.000000
ASGL1_MOUSE,    0.174583,  0.116639,  0.232527, 1,   1.000000,    0.020870, 267054112.000000
ASGR1_MOUSE,    1.329227,  0.448819,  2.209634, 2,   6.000000,    0.440204, 36747948032.000000
ASPC1_MOUSE,    0.700734,  0.394365,  1.007104, 2,   5.000000,    0.153185, 1874050688.000000
ASPD_MOUSE,    0.198081,  0.166967,  0.229195, 7,  19.000000,    0.015557, 173169508352.000000
ASPH_MOUSE,    0.317520,  0.254049,  0.380991, 2,   2.000000,    0.031736, 3842938880.000000
ASSY_MOUSE,    0.289127,  0.237228,  0.341026, 29,  47.000000,    0.025949, 6637493420032.000000
AT11C_MOUSE,    0.208269,  0.152775,  0.263763, 12,  21.000000,    0.027747, 68847984640.000000
AT131_MOUSE,    0.365035,  0.186033,  0.544038, 1,   7.000000,    0.075700, 7171731456.000000
AT1A1_MOUSE,    0.220023,  0.173964,  0.266081, 15,  35.000000,    0.023029, 275115966464.000000
AT1A4_MOUSE,    0.034983,  0.000000,  3.969609, 1,   1.000000,    0.018813, 94982528.000000
AT1B1_MOUSE,    0.223809,  0.166151,  0.281467, 4,   9.000000,    0.028829, 57236656128.000000
AT1B3_MOUSE,    0.005481,  0.000000,  4.156746, 1,   4.000000,    0.009852, 4386842112.000000
AT2A2_MOUSE,    0.528896,  0.373373,  0.684419, 15,  24.000000,    0.077762, 85664751616.000000
AT2B1_MOUSE,    2.503920,  0.815083,  4.192756, 2,   2.000000,    0.844418, 573863680.000000
AT2L1_MOUSE,    1.814752,  0.616872,  3.012631, 2,   7.000000,    0.598940, 18269759488.000000
AT5F1_MOUSE,    0.148827,  0.110572,  0.187083, 7,  19.000000,    0.019128, 205361692672.000000
ATAD1_MOUSE,    0.757791,  0.349592,  1.165991, 3,   3.000000,    0.204100, 2386584064.000000
ATAD3_MOUSE,    0.149625,  0.110114,  0.189136, 4,  11.000000,    0.019755, 42462810112.000000
ATG3_MOUSE,    0.361038,  0.125282,  0.596794, 1,   1.000000,    0.091713, 1247470976.000000
ATG4B_MOUSE,    0.001222,  0.000000,  9.708412, 1,   1.000000,    0.090023, 35118440.000000
ATG5_MOUSE,    1.958958,  0.000000,  4.547602, 1,   1.000000,    3.303193, 245893136.000000
ATG7_MOUSE,    0.564936,  0.270818,  0.859053, 3,   6.000000,    0.147059, 7136558592.000000
ATLA2_MOUSE,    0.764327,  0.482280,  1.046374, 3,   7.000000,    0.141024, 7676586496.000000
ATLA3_MOUSE,    0.464191,  0.336372,  0.592010, 6,  13.000000,    0.063909, 27445495808.000000
ATOX1_MOUSE,    0.706534,  0.405783,  1.007285, 3,   3.000000,    0.150375, 22764808192.000000
ATP5E_MOUSE,    0.062342,  0.037316,  0.087368, 1,   1.000000,    0.009736, 27002247168.000000
ATP5H_MOUSE,    0.157411,  0.131649,  0.183173, 14,  22.000000,    0.012881, 654328070144.000000
ATP5I_MOUSE,    0.154421,  0.127440,  0.181402, 3,   5.000000,    0.013490, 170578575360.000000
ATP5J_MOUSE,    0.339057,  0.295853,  0.382260, 2,   2.000000,    0.021602, 2228603904.000000
ATP5L_MOUSE,    0.115975,  0.100156,  0.131794, 4,   7.000000,    0.007910, 430301544448.000000
ATP8_MOUSE,    0.011493,  0.000000,  4.968091, 1,   1.000000,    0.016687, 554551936.000000
ATPA_MOUSE,    0.160660,  0.135764,  0.185556, 24,  37.000000,    0.012448, 4957856071680.000000
ATPB_MOUSE,    0.147063,  0.121259,  0.172868, 36,  66.000000,    0.012902, 6741426700288.000000
ATPD_MOUSE,    0.379919,  0.352198,  0.407639, 2,   2.000000,    0.013860, 45441245184.000000
ATPG_MOUSE,    0.117855,  0.103139,  0.132570, 5,  12.000000,    0.007358, 353793835008.000000
ATPK_MOUSE,    0.127285,  0.113549,  0.141021, 2,   2.000000,    0.006868, 186384629760.000000
ATPMK_MOUSE,    0.260793,  0.201432,  0.320155, 4,   5.000000,    0.029681, 148497203200.000000
ATPO_MOUSE,    0.137046,  0.115585,  0.158506, 11,  19.000000,    0.010730, 953261686784.000000
ATTY_MOUSE,   16.659599, 15.571176, 17.748024, 1,   1.000000,  2958443.250000, 730444224.000000
ATX10_MOUSE,    0.098606,  0.030832,  0.166380, 1,   1.000000,    0.024410, 4269690112.000000
