Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
ACTN1_MOUSE,    0.080014,  0.073952,  0.086075, 32,  51.000000,    0.003031, 89575137280.000000
ACTN4_MOUSE,    0.108029,  0.099121,  0.116937, 42,  52.000000,    0.004435, 81337622528.000000
ACTY_MOUSE,    0.126142,  0.109605,  0.142680, 7,   9.000000,    0.007191, 2848698112.000000
ACTZ_MOUSE,    0.142367,  0.112629,  0.172105, 3,   6.000000,    0.014339, 1191002240.000000
ACY1_MOUSE,    0.158592,  0.146898,  0.170286, 10,  16.000000,    0.005847, 7776647168.000000
ACY2_MOUSE,    0.136176,  0.123190,  0.149163, 3,   5.000000,    0.006493, 1545309056.000000
ACY3_MOUSE,    0.171769,  0.158635,  0.184903, 20,  25.000000,    0.006387, 197202411520.000000
ACYP1_MOUSE,    0.123091,  0.112631,  0.133552, 3,   4.000000,    0.005230, 1700074112.000000
ACYP2_MOUSE,    0.173576,  0.144972,  0.202179, 3,   3.000000,    0.014302, 1069910336.000000
ADAP2_MOUSE,    1.133183,  0.765941,  1.500425, 1,   1.000000,    0.132271, 110496760.000000
ADAS_MOUSE,    0.161817,  0.140766,  0.182869, 9,  17.000000,    0.010526, 6011028992.000000
ADDA_MOUSE,    0.108896,  0.097191,  0.120600, 9,  14.000000,    0.005852, 4948703744.000000
ADDG_MOUSE,    0.239017,  0.211544,  0.266489, 7,  11.000000,    0.013736, 7363424256.000000
ADH1_MOUSE,    0.165219,  0.154130,  0.176308, 12,  15.000000,    0.005544, 39346749440.000000
ADHX_MOUSE,    0.119357,  0.108250,  0.130464, 14,  16.000000,    0.005553, 16720017408.000000
ADK_MOUSE,    0.220689,  0.194258,  0.247120, 4,   7.000000,    0.013215, 3177706496.000000
ADPRS_MOUSE,    0.078889,  0.064652,  0.093126, 1,   1.000000,    0.005538, 19685872.000000
ADRM1_MOUSE,    0.372899,  0.285607,  0.460190, 1,   1.000000,    0.020288, 98659984.000000
ADRO_MOUSE,    0.138188,  0.134385,  0.141990, 2,   2.000000,    0.001901, 911645760.000000
ADSV_MOUSE,    0.083183,  0.075282,  0.091084, 5,  17.000000,    0.003951, 6163939840.000000
ADT1_MOUSE,    0.081715,  0.077056,  0.086374, 24,  30.000000,    0.002330, 376467423232.000000
ADT2_MOUSE,    0.076496,  0.070580,  0.082413, 15,  19.000000,    0.002958, 171998003200.000000
ADX_MOUSE,    0.090564,  0.066057,  0.115071, 3,   3.000000,    0.012253, 1023483968.000000
AFAD_MOUSE,    0.093527,  0.067569,  0.119486, 1,   1.000000,    0.009349, 521557024.000000
AFG32_MOUSE,    0.099514,  0.090502,  0.108526, 6,  11.000000,    0.004460, 6664050176.000000
AGK_MOUSE,    0.065596,  0.037986,  0.093206, 3,   3.000000,    0.012885, 175104368.000000
AGM1_MOUSE,    0.114434,  0.098106,  0.130762, 5,   7.000000,    0.008164, 2006474112.000000
AGRIN_MOUSE,    0.012441,  0.010418,  0.014465, 7,  27.000000,    0.001012, 8546313728.000000
AGT2_MOUSE,    0.085636,  0.078639,  0.092634, 21,  27.000000,    0.003509, 23840178176.000000
AHSA1_MOUSE,    0.227790,  0.177703,  0.277878, 3,   3.000000,    0.025044, 822786240.000000
AIF1L_MOUSE,    0.147544,  0.114879,  0.180209, 3,   3.000000,    0.016333, 1006735616.000000
AIFM1_MOUSE,    0.097307,  0.091645,  0.102969, 19,  24.000000,    0.002831, 41152995328.000000
AIMP1_MOUSE,    0.145769,  0.079134,  0.212405, 4,   5.000000,    0.014649, 337705792.000000
AK1A1_MOUSE,    0.151825,  0.142591,  0.161060, 24,  32.000000,    0.004617, 282942406656.000000
AK1CD_MOUSE,    0.119359,  0.084079,  0.154638, 2,   2.000000,    0.025320, 88474040.000000
AK1CL_MOUSE,    0.235138,  0.217886,  0.252389, 26,  30.000000,    0.008626, 157694984192.000000
AKAP2_MOUSE,    0.312878,  0.295939,  0.329817, 2,   2.000000,    0.008469, 220064896.000000
AKC1H_MOUSE,    0.000001,  0.000000,  3.112822, 1,   1.000000,    0.000056, 67361760.000000
AKCL2_MOUSE,    0.116452,  0.101988,  0.130916, 3,   3.000000,    0.009004, 15985731584.000000
AL1A1_MOUSE,    0.105284,  0.091513,  0.119055, 4,   6.000000,    0.006885, 3579745024.000000
AL1A7_MOUSE,    0.175098,  0.124129,  0.226066, 2,   2.000000,    0.010601, 537432000.000000
AL1L1_MOUSE,    0.196170,  0.178573,  0.213767, 48,  63.000000,    0.008798, 80772374528.000000
AL3A2_MOUSE,    0.176135,  0.164180,  0.188090, 12,  17.000000,    0.005978, 13930577920.000000
AL4A1_MOUSE,    0.088716,  0.084207,  0.093226, 26,  36.000000,    0.002255, 133672861696.000000
AL7A1_MOUSE,    0.080131,  0.072834,  0.087428, 23,  35.000000,    0.003648, 76262989824.000000
AL8A1_MOUSE,    0.193385,  0.174580,  0.212190, 17,  26.000000,    0.009403, 26305572864.000000
AL9A1_MOUSE,    0.146578,  0.134664,  0.158491, 22,  35.000000,    0.005957, 87674839040.000000
ALAT1_MOUSE,    0.180271,  0.138501,  0.222040, 3,   3.000000,    0.020885, 481179424.000000
ALBU_MOUSE,    0.159804,  0.148854,  0.170753, 72,  78.000000,    0.005472, 1401069502464.000000
ALD2_MOUSE,    0.163682,  0.093015,  0.234349, 2,   2.000000,    0.018426, 847126400.000000
ALDH2_MOUSE,    0.203985,  0.189505,  0.218466, 26,  35.000000,    0.007240, 202322165760.000000
ALDOA_MOUSE,    0.315075,  0.281089,  0.349062, 20,  29.000000,    0.016993, 104988794880.000000
ALDOB_MOUSE,    0.375778,  0.339001,  0.412556, 39,  44.000000,    0.018389, 510274863104.000000
ALDOC_MOUSE,    0.129912,  0.083363,  0.176461, 3,   3.000000,    0.023274, 445970656.000000
ALDR_MOUSE,    0.078920,  0.070756,  0.087084, 10,  11.000000,    0.004082, 9995132928.000000
ALG13_MOUSE,    0.052765,  0.000000,  0.903325, 1,   1.000000,    0.014203, 5793206272.000000
ALG2_MOUSE,    0.018558,  0.003996,  0.033121, 1,   1.000000,    0.005245, 214832464.000000
ALG5_MOUSE,    0.834720,  0.000000,  5.819559, 1,   1.000000,    0.809468, 794401856.000000
ALR_MOUSE,    0.079098,  0.074428,  0.083768, 2,   2.000000,    0.002335, 166390064.000000
AMACR_MOUSE,    0.104179,  0.097855,  0.110503, 16,  23.000000,    0.003142, 55521402880.000000
AMBP_MOUSE,    0.524456,  0.411821,  0.637091, 2,   2.000000,    0.056317, 295119968.000000
AMNLS_MOUSE,    0.305320,  0.302967,  0.307673, 4,   6.000000,    0.001176, 10705172480.000000
AMPB_MOUSE,    0.047438,  0.042122,  0.052754, 4,   8.000000,    0.002658, 5790570496.000000
AMPE_MOUSE,    0.093832,  0.084537,  0.103128, 18,  27.000000,    0.004648, 17237438464.000000
AMPL_MOUSE,    0.194636,  0.180714,  0.208557, 30,  35.000000,    0.006961, 88159977472.000000
AMPN_MOUSE,    0.061351,  0.057268,  0.065433, 36,  45.000000,    0.002041, 81437196288.000000
AMRP_MOUSE,    0.410193,  0.357634,  0.462751, 6,  12.000000,    0.026279, 5298202112.000000
AN32A_MOUSE,    0.148275,  0.137112,  0.159438, 5,   9.000000,    0.005582, 7104427520.000000
AN32B_MOUSE,    0.053648,  0.033277,  0.074018, 1,   1.000000,    0.008615, 465189536.000000
AN32E_MOUSE,    1.810703,  1.498278,  2.123128, 2,   2.000000,    0.156213, 413925152.000000
ANFY1_MOUSE,    1.132968,  0.532146,  1.733789, 1,   6.000000,    0.272978, 22370617344.000000
ANK1_MOUSE,    0.131858,  0.091161,  0.172556, 1,   4.000000,    0.017211, 617174272.000000
ANK3_MOUSE,    0.154526,  0.129987,  0.179064, 8,  23.000000,    0.012269, 12941794304.000000
ANM1_MOUSE,    0.152929,  0.136764,  0.169093, 4,   5.000000,    0.005757, 326242336.000000
ANO6_MOUSE,    0.102662,  0.056890,  0.148433, 1,   1.000000,    0.014382, 57427544.000000
ANR52_MOUSE,    0.013635,  0.004418,  0.022853, 1,   1.000000,    0.003320, 94398616.000000
ANRE_MOUSE,    0.396514,  0.231404,  0.561624, 1,   1.000000,    0.075016, 6706103808.000000
ANS4B_MOUSE,    0.341995,  0.232402,  0.451588, 2,   2.000000,    0.054797, 199268128.000000
ANT3_MOUSE,    0.669274,  0.568630,  0.769919, 4,   4.000000,    0.050322, 2228899072.000000
ANX11_MOUSE,    0.175661,  0.152030,  0.199291, 5,  11.000000,    0.011815, 4829855744.000000
ANX13_MOUSE,    0.484813,  0.455612,  0.514014, 2,   5.000000,    0.016302, 314115232.000000
ANXA1_MOUSE,    0.128909,  0.116699,  0.141119, 4,   7.000000,    0.006105, 19709249536.000000
ANXA2_MOUSE,    0.059902,  0.055517,  0.064287, 14,  17.000000,    0.002192, 18681571328.000000
ANXA3_MOUSE,    0.074297,  0.065719,  0.082874, 3,  10.000000,    0.004289, 2139611904.000000
ANXA4_MOUSE,    0.096384,  0.080842,  0.111926, 7,  16.000000,    0.007771, 10767059968.000000
ANXA5_MOUSE,    0.105822,  0.099239,  0.112404, 18,  22.000000,    0.003291, 38670278656.000000
ANXA6_MOUSE,    0.104754,  0.093784,  0.115723, 16,  22.000000,    0.005485, 12083774464.000000
ANXA7_MOUSE,    0.242829,  0.218332,  0.267327, 7,  14.000000,    0.012249, 6522563072.000000
AOC3_MOUSE,    0.028451,  0.021957,  0.034945, 2,   2.000000,    0.003530, 93633712.000000
AOFA_MOUSE,    0.066855,  0.055392,  0.078317, 3,   3.000000,    0.005731, 1151108352.000000
AP1B1_MOUSE,    0.113357,  0.105174,  0.121541, 15,  25.000000,    0.004092, 19849598976.000000
AP1G1_MOUSE,    0.163930,  0.144704,  0.183156, 4,   6.000000,    0.009613, 677578176.000000
AP1M1_MOUSE,    0.105391,  0.095737,  0.115044, 4,   7.000000,    0.004827, 3251885568.000000
AP1S1_MOUSE,    0.077589,  0.000000,  4.992251, 1,   1.000000,    0.054529, 24271136.000000
AP2A1_MOUSE,    0.187455,  0.170314,  0.204597, 8,  15.000000,    0.008611, 2894372608.000000
AP2A2_MOUSE,    0.128476,  0.114265,  0.142687, 9,  15.000000,    0.007041, 9541941248.000000
AP2B1_MOUSE,    0.105796,  0.094891,  0.116701, 6,  13.000000,    0.005453, 5837047296.000000
AP2M1_MOUSE,    0.096979,  0.086640,  0.107318, 4,   7.000000,    0.004706, 2355574784.000000
AP2S1_MOUSE,    2.031460,  1.986232,  2.076688, 2,   2.000000,    0.022614, 3534573312.000000
AP3B1_MOUSE,    0.111639,  0.102061,  0.121218, 4,   6.000000,    0.004519, 417937760.000000
AP3D1_MOUSE,    0.288410,  0.276405,  0.300415, 3,   4.000000,    0.006002, 255486928.000000
AP3S1_MOUSE,    0.090247,  0.064317,  0.116178, 1,   1.000000,    0.006027, 32476634.000000
AP4A_MOUSE,    0.168999,  0.152279,  0.185719, 3,   5.000000,    0.008118, 686958528.000000
APEH_MOUSE,    0.150304,  0.129600,  0.171007, 10,  22.000000,    0.010352, 10781268992.000000
APEX1_MOUSE,    0.120535,  0.104710,  0.136360, 3,   3.000000,    0.007913, 396252000.000000
API5_MOUSE,    0.207453,  0.146004,  0.268902, 3,   4.000000,    0.030724, 445367360.000000
APMAP_MOUSE,    0.202609,  0.174779,  0.230440, 4,   6.000000,    0.013915, 2298942464.000000
APOA1_MOUSE,    0.423074,  0.356114,  0.490035, 13,  21.000000,    0.033480, 68582301696.000000
APOA2_MOUSE,    0.858567,  0.740407,  0.976726, 4,   6.000000,    0.059080, 3666448128.000000
APOA4_MOUSE,    0.488410,  0.424819,  0.552001, 4,  10.000000,    0.031796, 5605681664.000000
APOC1_MOUSE,   11.472962, 11.430153, 11.515772, 2,   4.000000,    0.022392, 1144178432.000000
APOC3_MOUSE,    0.463459,  0.356133,  0.570785, 1,   1.000000,    0.024944, 158799984.000000
APOE_MOUSE,    0.451507,  0.327063,  0.575951, 2,   8.000000,    0.062222, 3704470016.000000
APOH_MOUSE,    0.248553,  0.227305,  0.269801, 3,   4.000000,    0.009928, 2801109248.000000
APT_MOUSE,    0.067605,  0.058752,  0.076458, 3,   3.000000,    0.004427, 2121455360.000000
AQP1_MOUSE,    0.215500,  0.204599,  0.226401, 3,   4.000000,    0.005450, 10967094272.000000
AQP3_MOUSE,    0.058836,  0.056581,  0.061091, 2,   2.000000,    0.001127, 2309476608.000000
AR6P1_MOUSE,    0.419983,  0.333691,  0.506274, 2,   2.000000,    0.026783, 373391872.000000
ARC1A_MOUSE,    0.115011,  0.107374,  0.122647, 4,   8.000000,    0.003818, 4540409856.000000
ARC1B_MOUSE,    0.068791,  0.062563,  0.075020, 2,   5.000000,    0.003114, 798816192.000000
ARCH_MOUSE,    0.059290,  0.052937,  0.065642, 2,   2.000000,    0.003142, 655125696.000000
ARF1_MOUSE,    0.204905,  0.187630,  0.222179, 8,  11.000000,    0.007833, 19438716928.000000
ARF2_MOUSE,    0.175197,  0.155955,  0.194439, 3,   8.000000,    0.020980, 3555617280.000000
ARF4_MOUSE,    0.437473,  0.309196,  0.565751, 3,   3.000000,    0.021307, 908656192.000000
ARF5_MOUSE,    0.412822,  0.370725,  0.454918, 3,   3.000000,    0.030876, 566011584.000000
ARF6_MOUSE,    0.106601,  0.095956,  0.117247, 5,   5.000000,    0.005323, 1316413824.000000
ARFG1_MOUSE,    0.484266,  0.427927,  0.540605, 2,   2.000000,    0.028169, 34424900.000000
ARK72_MOUSE,    0.105809,  0.095954,  0.115663, 12,  20.000000,    0.004927, 53367619584.000000
ARL1_MOUSE,    0.307576,  0.253612,  0.361540, 3,   3.000000,    0.022088, 392592512.000000
ARL2_MOUSE,    0.076559,  0.057861,  0.095258, 2,   2.000000,    0.007572, 721020352.000000
ARL3_MOUSE,    0.180652,  0.127802,  0.233503, 1,   1.000000,    0.016607, 209420016.000000
ARL6_MOUSE,    0.116088,  0.085635,  0.146540, 1,   1.000000,    0.010968, 70153528.000000
ARL8B_MOUSE,    0.790465,  0.774650,  0.806280, 2,   2.000000,    0.007908, 842561024.000000
ARLY_MOUSE,    0.182334,  0.168722,  0.195946, 16,  24.000000,    0.006806, 20553809920.000000
ARMC1_MOUSE,    0.167783,  0.107032,  0.228534, 2,   2.000000,    0.009117, 120309648.000000
ARP2_MOUSE,    0.131214,  0.118268,  0.144161, 6,  12.000000,    0.006473, 8695286784.000000
ARP3_MOUSE,    0.068886,  0.060084,  0.077688, 8,  18.000000,    0.004401, 16111223808.000000
ARP5L_MOUSE,    0.183144,  0.161649,  0.204638, 2,   2.000000,    0.009146, 2155226624.000000
ARPC2_MOUSE,    0.120175,  0.108335,  0.132015, 5,   9.000000,    0.005920, 4539772416.000000
ARPC3_MOUSE,    0.168915,  0.153799,  0.184030, 4,   5.000000,    0.007558, 2516787968.000000
ARPC4_MOUSE,    0.064889,  0.057573,  0.072204, 5,   6.000000,    0.003658, 3413754112.000000
ARPC5_MOUSE,    0.138233,  0.126522,  0.149943, 2,   2.000000,    0.005006, 1457684736.000000
ARRB1_MOUSE,    0.522996,  0.428324,  0.617668, 2,   2.000000,    0.016327, 32233770.000000
ARSB_MOUSE,    0.103679,  0.079672,  0.127686, 2,   2.000000,    0.012003, 742942784.000000
ARVC_MOUSE,    0.598134,  0.533422,  0.662846, 2,   2.000000,    0.020283, 34523792.000000
ARY2_MOUSE,    0.041339,  0.034804,  0.047873, 2,   2.000000,    0.003267, 251895392.000000
AS3MT_MOUSE,    0.163342,  0.140644,  0.186040, 7,  13.000000,    0.011349, 2899987968.000000
ASAH1_MOUSE,    0.042818,  0.037803,  0.047833, 4,   7.000000,    0.002508, 2715856640.000000
ASC_MOUSE,    0.460018,  0.429069,  0.490966, 2,   2.000000,    0.015474, 70127408.000000
ASM3A_MOUSE,    0.527211,  0.509701,  0.544721, 2,   4.000000,    0.008755, 1290554112.000000
ASPD_MOUSE,    0.080926,  0.068784,  0.093069, 5,   9.000000,    0.006071, 8675464192.000000
ASPH_MOUSE,    0.193256,  0.183169,  0.203343, 3,   3.000000,    0.005044, 1287217792.000000
ASSY_MOUSE,    0.197164,  0.182830,  0.211498, 51,  67.000000,    0.007167, 734908514304.000000
AT11A_MOUSE,    0.123314,  0.108252,  0.138377, 4,  10.000000,    0.007531, 2251642880.000000
AT11C_MOUSE,    0.191516,  0.052073,  0.330960, 1,   1.000000,    0.032409, 107719112.000000
AT131_MOUSE,   15.791065, 15.682108, 15.900023, 2,   2.000000,    0.030738, 78345600.000000
AT1A1_MOUSE,    0.161546,  0.150656,  0.172437, 75,  87.000000,    0.005428, 588378931200.000000
AT1B1_MOUSE,    0.161344,  0.149179,  0.173509, 13,  17.000000,    0.006082, 116893597696.000000
AT1B3_MOUSE,    0.210625,  0.183060,  0.238189, 2,   2.000000,    0.011288, 546047808.000000
AT2A2_MOUSE,    0.191235,  0.175022,  0.207449, 15,  25.000000,    0.008107, 10061545472.000000
AT2B1_MOUSE,    0.071544,  0.055331,  0.087757, 4,   6.000000,    0.008106, 878972096.000000
AT5F1_MOUSE,    0.068110,  0.064450,  0.071769, 14,  15.000000,    0.001830, 76034777088.000000
ATAD1_MOUSE,    0.126568,  0.100936,  0.152200, 3,   5.000000,    0.012816, 519985088.000000
ATAD3_MOUSE,    0.078045,  0.068283,  0.087807, 4,  10.000000,    0.004881, 4693666816.000000
ATIF1_MOUSE,    0.104851,  0.092122,  0.117580, 4,   9.000000,    0.006365, 8285606400.000000
ATLA3_MOUSE,    0.092353,  0.083957,  0.100749, 3,   3.000000,    0.004198, 122504912.000000
ATNG_MOUSE,    0.395278,  0.378345,  0.412212, 2,   2.000000,    0.008467, 8905119744.000000
ATOX1_MOUSE,    0.177081,  0.162899,  0.191262, 4,   6.000000,    0.007091, 12876430336.000000
